,商品,总实际金额,销售量,平均单价,离差标准化销售量,cluster,销量标签,cluster2,金额标签,售货机画像
145,新麦潮天然酵母面包,4.0,1,4.0,0.0005865102639296188,1,正常,0,低价,低价正常
179,珠江纯生啤酒,4.0,1,4.0,0.0005865102639296188,1,正常,0,低价,低价正常
234,小茗同学（青柠红茶）,6.0,1,6.0,0.0005865102639296188,1,正常,2,高价,高价正常
96,维他奶黑豆奶饮品,3.5,1,3.5,0.0005865102639296188,1,正常,0,低价,低价正常
299,20g洽洽每日坚果,0.0,0,,0.0,1,正常,0,低价,低价正常
298,90g顺宝九制杨梅,0.0,0,,0.0,1,正常,0,低价,低价正常
215,40g上好佳田园薯片,0.0,0,,0.0,1,正常,0,低价,低价正常
287,立体声耳机（象牙白）,0.0,0,,0.0,1,正常,0,低价,低价正常
288,182g徐福记凤梨酥,0.0,0,,0.0,1,正常,0,低价,低价正常
289,贡美忆江南充电宝5000mAh,0.0,0,,0.0,1,正常,0,低价,低价正常
290,利群（硬）,0.0,0,,0.0,1,正常,0,低价,低价正常
301,80g粤光宝盒芒果干,0.0,0,,0.0,1,正常,0,低价,低价正常
292,200g喜之郎/什锦果肉,0.0,0,,0.0,1,正常,0,低价,低价正常
212,汤达人桶面,0.0,0,,0.0,1,正常,0,低价,低价正常
294,味之不规则饼干（韩国泡菜味）,0.0,0,,0.0,1,正常,0,低价,低价正常
284,贡美苹果数据线,0.0,0,,0.0,1,正常,0,低价,低价正常
300,商品36,0.0,0,,0.0,1,正常,0,低价,低价正常
295,越南LIPO奶味面包干10g,0.0,0,,0.0,1,正常,0,低价,低价正常
198,120g达利园蔓越莓提子面包,0.0,0,,0.0,1,正常,0,低价,低价正常
297,60g湖湘贡手撕鸭脖原味,0.0,0,,0.0,1,正常,0,低价,低价正常
175,劲仔小鱼,0.0,0,,0.0,1,正常,0,低价,低价正常
259,汤达人方便面,0.0,0,,0.0,1,正常,0,低价,低价正常
283,娃哈哈红枣酸奶,0.0,0,,0.0,1,正常,0,低价,低价正常
262,上好佳洋葱圈,0.0,0,,0.0,1,正常,0,低价,低价正常
258,250ml香满楼纯牛奶,0.0,0,,0.0,1,正常,0,低价,低价正常
251,65g格力高百力滋饼干巧克力味,0.0,0,,0.0,1,正常,0,低价,低价正常
266,康师傅拉面(袋),0.0,0,,0.0,1,正常,0,低价,低价正常
267,商品14,0.0,0,,0.0,1,正常,0,低价,低价正常
246,无穷烤鸡小腿,0.0,0,,0.0,1,正常,0,低价,低价正常
240,58.5g钙芝奶酪味高钙威化饼干,0.0,0,,0.0,1,正常,0,低价,低价正常
270,天地一号,0.0,0,,0.0,1,正常,0,低价,低价正常
231,红利群（硬）,0.0,0,,0.0,1,正常,0,低价,低价正常
229,小糖衣血糖试纸,0.0,0,,0.0,1,正常,0,低价,低价正常
275,100g越南LIPO奶味面包干,0.0,0,,0.0,1,正常,0,低价,低价正常
276,劲仔小鱼（香辣味）,0.0,0,,0.0,1,正常,0,低价,低价正常
278,多力多滋（热辣味）,0.0,0,,0.0,1,正常,0,低价,低价正常
163,钙芝奶酪味高钙威化饼干,0.0,0,,0.0,1,正常,0,低价,低价正常
222,可乐（500ml）,0.0,0,,0.0,1,正常,0,低价,低价正常
281,口味王槟榔（绿色）,0.0,0,,0.0,1,正常,0,低价,低价正常
199,56g益达无糖口香糖,0.0,0,,0.0,1,正常,0,低价,低价正常
