,订单号,应付金额,实际金额,商品,支付时间,地点,状态,提现
5543,DD2017081674930274480845587777,0.0,0.0,600ml可口可乐,2017-04-19 21:03:00,A,已出货未退款,已提现
5544,DD2017081674930274884279853944,9.0,9.0,13g无穷烤鸡小腿蜂蜜味,2017-04-19 21:04:00,A,已出货未退款,已提现
5560,DD2017081674930280196458154948,6.5,6.5,117gUFO炒面铁板色拉鱿鱼风味,2017-04-19 22:48:00,A,已出货未退款,已提现
5563,DD2017081674930281214039806189,3.0,3.0,250ml维他柠檬茶,2017-04-19 22:57:00,A,已出货未退款,已提现
5572,DD2017081674930284644509080949,2.5,2.5,无穷农场盐_鸡蛋,2017-04-20 01:31:00,A,已出货未退款,已提现
5575,DD201708167493876794068369516,2.5,2.5,无穷农场盐_鸡蛋,2017-04-20 02:14:00,A,已出货未退款,已提现
5576,DD2017081674930286441080886146,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-04-20 02:30:00,A,已出货未退款,已提现
5597,DD2017081674930291964818820531,3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017-04-20 08:34:00,A,已出货未退款,已提现
5598,DD2017081674930294015314864193,3.5,3.5,雪碧,2017-04-20 08:35:00,A,已出货未退款,已提现
5600,DD2017081304101090B714CD6F06F,2.5,2.5,伊利优酸乳,2017-04-20 08:47:00,A,已出货未退款,已提现
5601,DD2017080512161231ABC5FF25A6E,3.5,3.5,东鹏特饮,2017-04-20 08:56:00,A,已出货未退款,已提现
5602,DD201708167493876061941896501,9.6,9.6,诗竹竹纤维面巾纸,2017-04-20 09:15:00,A,已出货未退款,已提现
5605,DD2017081674930296711484936478,7.0,7.0,优益C活菌型乳酸菌饮品,2017-04-20 11:40:00,A,已出货未退款,已提现
5619,DD2017081674930298266103228374,7.0,7.0,80g马赛克香蕉片,2017-04-20 12:19:00,A,已出货未退款,已提现
5637,DD201708167493789381276903933,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-04-20 14:49:00,A,已出货未退款,已提现
5650,DD2017081674930301521407669416,5.0,5.0,48g好丽友薯愿香烤原味,2017-04-20 17:42:00,A,已出货未退款,已提现
5651,DD201708261634478188F3576992C,3.0,3.0,统一绿茶,2017-04-20 17:43:00,A,已出货未退款,已提现
5655,DD2017081674930304915689008199,2.5,2.5,30g无穷农场盐_鸡蛋,2017-04-20 17:49:00,A,已出货未退款,已提现
5658,DD2017081674930306780975219111,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-04-20 17:52:00,A,已出货未退款,已提现
5662,DD201708180010324500F9CD36865,3.0,3.0,统一冰红茶,2017-04-20 18:06:00,A,已出货未退款,已提现
5664,DD2017081674930309827415479989,1.8,1.8,32g卫龙亲嘴烧,2017-04-20 18:10:00,A,已出货未退款,已提现
5666,DD201708167493874129799629092,6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017-04-20 18:13:00,A,已出货未退款,已提现
5669,DD2017081674930311972504228728,1.5,1.5,45g双汇泡面拍挡,2017-04-20 18:21:00,A,已出货未退款,已提现
5671,DD201708167493873992869741691,9.0,9.0,四洲粟一烧烧烤味,2017-04-20 18:36:00,A,已出货未退款,已提现
5673,DD2017082815343952CBE790A501A,3.0,3.0,统一冰红茶,2017-04-20 18:45:00,A,已出货未退款,已提现
5674,DD201708261633441465F0D44CB5A,3.0,3.0,果粒橙,2017-04-20 18:59:00,A,已出货未退款,已提现
5691,DD2017081674930315185393456167,6.0,6.0,250ml维他柠檬茶,2017-04-20 22:12:00,A,已出货未退款,已提现
5698,DD2017081000140426DD3F2C6344C,4.0,4.0,阿萨姆奶茶,2017-04-20 22:37:00,A,已出货未退款,已提现
5700,DD201708172243576269764D9BA42,6.0,6.0,红牛,2017-04-20 22:55:00,A,已出货未退款,已提现
5703,DD2017081674930319001389850754,5.5,5.5,480ml小茗同学冷泡青柠红茶,2017-04-20 23:13:00,A,已出货未退款,已提现
5707,DD2017081674930319109179506263,1.5,1.5,12g劲仔小鱼麻辣味,2017-04-21 01:36:00,A,已出货未退款,已提现
5708,DD2017081674930320137161755634,6.0,6.0,70g乖媳妇野山泡椒凤爪,2017-04-21 02:23:00,A,已出货未退款,已提现
5711,DD2017081674930320936625679926,1.8,1.8,32g卫龙亲嘴烧,2017-04-21 05:15:00,A,已出货未退款,已提现
5715,DD2017081674930323813293640536,9.0,9.0,180ml雀巢咖啡罐装,2017-04-21 07:38:00,A,已出货未退款,已提现
5722,DD2017081308472017BC1AFA09EAA,3.0,3.0,统一冰红茶,2017-04-21 07:55:00,A,已出货未退款,已提现
5741,DD2017081674930325248181979715,1.5,1.5,12g劲仔小鱼麻辣味,2017-04-21 10:28:00,A,已出货未退款,已提现
5747,DD2017081674930325804905158686,4.5,4.5,250ml燕塘红枣牛奶,2017-04-21 12:03:00,A,已出货未退款,已提现
5766,DD2017081674930329033149764922,3.0,3.0,250ml维他奶黑豆奶饮品,2017-04-21 13:24:00,A,已出货未退款,已提现
5770,DD20170814032218666B6D30E3FDC,1.0,1.0,小鱼仔,2017-04-21 14:07:00,A,已出货未退款,已提现
5771,DD2017081674930329481629172441,3.2,3.2,韩国海牌海苔,2017-04-21 14:09:00,A,已出货未退款,已提现
5773,DD20170816749387232398412541,6.5,6.5,430g泰奇八宝粥,2017-04-21 14:21:00,A,已出货未退款,已提现
5774,DD201708167493871097001414635,4.5,4.5,40g乐事美国经典原味,2017-04-21 14:24:00,A,已出货未退款,已提现
5776,DD20170816749387105593554714,5.0,5.0,48g好丽友薯愿香烤原味,2017-04-21 14:49:00,A,已出货未退款,已提现
5777,DD201708167493871016271351441,2.0,2.0,双汇玉米热狗肠,2017-04-21 14:50:00,A,已出货未退款,已提现
5796,DD20170828145515996C051A84A0B,4.0,4.0,阿萨姆奶茶,2017-04-21 16:40:00,A,已出货未退款,已提现
5797,DD201708101916384136E8D3FC15E,4.0,4.0,营养快线,2017-04-21 16:46:00,A,已出货未退款,已提现
5799,DD201708167493531541415495043,3.5,3.5,85g新麦潮手撕面包（提子味）,2017-04-21 17:05:00,A,已出货未退款,已提现
5800,DD20170817203250102F63896E1F7,3.0,3.0,卫龙大面筋,2017-04-21 17:05:00,A,已出货未退款,已提现
5805,DD2017081674930331932522693535,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017-04-21 17:37:00,A,已出货未退款,已提现
5807,DD2017081674930332335801866088,3.0,3.0,250ml维他原味豆奶,2017-04-21 17:39:00,A,已出货未退款,已提现
5809,DD2017081674930332399600961332,4.0,4.0,150g健能酸奶原味,2017-04-21 17:52:00,A,已出货未退款,已提现
5811,DD2017081674930332587867592157,1.5,1.5,40g双汇玉米热狗肠,2017-04-21 18:01:00,A,已出货未退款,已提现
5819,DD2017082814484211CC431EC0CFC,4.0,4.0,阿萨姆奶茶,2017-04-21 19:13:00,A,已出货未退款,已提现
5825,DD2017060216583497E370A6DBB29,10.0,10.0,口味王槟榔（绿）,2017-04-21 19:46:00,A,已出货未退款,已提现
5832,DD2017081674930337382117315901,5.0,5.0,30g无穷农场盐_鸡蛋,2017-04-21 20:33:00,A,已出货未退款,已提现
5842,DD2017081674930340205912929149,4.5,4.5,68g好丽友蛋黄派2枚,2017-04-21 22:51:00,A,已出货未退款,已提现
5845,DD201708167493957837811641279,15.0,15.0,口味王槟榔（红）,2017-04-21 23:45:00,A,已出货未退款,已提现
5848,DD2017081674930340646873274536,3.5,3.5,维他原味豆奶,2017-04-22 00:17:00,A,已出货未退款,已提现
5868,DD20170807093959165C9969876A2,3.5,3.5,王老吉（罐）,2017-04-22 09:00:00,A,已出货未退款,已提现
5876,DD201708167493034892743290691,1.5,1.5,40g双汇玉米热狗肠,2017-04-22 11:24:00,A,已出货未退款,已提现
5880,DD2017081215450668DBB585FD50D,3.5,3.5,东鹏特饮,2017-04-22 12:06:00,A,已出货未退款,已提现
5886,DD2017081674930349825950516834,4.5,4.5,50g双层百力滋特浓番茄味,2017-04-22 12:51:00,A,已出货未退款,已提现
5888,DD2017081674930350038337478303,4.0,4.0,新麦潮天然酵母面包（牛奶风味）,2017-04-22 12:53:00,A,已出货未退款,已提现
5905,DD20170804205635763BC27E68BA5,2.0,2.0,怡宝纯净水,2017-04-22 15:59:00,A,已出货未退款,已提现
5906,DD201708167493951560635774117,2.0,2.0,怡宝纯净水,2017-04-22 16:13:00,A,已出货未退款,已提现
5913,DD20170810203229830C40C07E1D7,3.0,3.0,果粒橙,2017-04-22 16:51:00,A,已出货未退款,已提现
5920,DD201708167493862149760615875,11.0,11.0,205g伊利安慕希原味,2017-04-22 17:37:00,A,已出货未退款,已提现
5923,DD2017081674930353327488671021,4.0,4.0,新麦潮天然酵母面包（牛奶风味）,2017-04-22 18:03:00,A,已出货未退款,已提现
5929,DD2017081674930355900338258479,4.5,4.5,78g卫龙亲嘴语辣条,2017-04-22 18:29:00,A,已出货未退款,已提现
5944,DD20170825090148682CACAA298D5,2.5,2.5,伊利优酸乳,2017-04-22 20:02:00,A,已出货未退款,已提现
5945,DD2017060212055428C008CD568D1,3.0,3.0,伊利纯牛奶,2017-04-22 20:07:00,A,已出货未退款,已提现
5952,DD201708167493861259206622762,3.0,3.0,250ml维他原味豆奶,2017-04-22 20:55:00,A,已出货未退款,已提现
5953,DD20170807233312220590DD54D40,4.0,4.0,营养快线,2017-04-22 21:07:00,A,已出货未退款,已提现
5971,DD2017081674930367579204208178,10.0,10.0,225g味之不规则饼干芝士味,2017-04-23 00:08:00,A,已出货未退款,已提现
5973,DD2017071909193489D42F6FFE538,4.0,4.0,脉动,2017-04-23 00:10:00,A,已出货未退款,已提现
5976,DD2017081674930368482767551259,1.5,1.5,40g双汇玉米热狗肠,2017-04-23 01:49:00,A,已出货未退款,已提现
5987,DD2017081674930379222399455472,4.5,4.5,40g乐事薯片黄瓜味,2017-04-23 08:33:00,A,已出货未退款,已提现
5988,DD201708167493861019025202556,4.0,4.0,盼盼手撕面包,2017-04-23 08:35:00,A,已出货未退款,已提现
5992,DD201708167493860758975577868,4.5,4.5,250ml燕塘红枣牛奶,2017-04-23 10:04:00,A,已出货未退款,已提现
5993,DD201708167493348208841629208,3.0,3.0,250ml维他柠檬茶,2017-04-23 10:07:00,A,已出货未退款,已提现
5994,DD2017071910015564EA9C28FD5E2,2.0,2.0,怡宝纯净水,2017-04-23 10:07:00,A,已出货未退款,已提现
6010,DD2017081674930383274932531425,5.0,5.0,500ml统一阿萨姆奶茶,2017-04-23 12:15:00,A,已出货未退款,已提现
6014,DD201708167493860529124724113,4.8,4.8,20g咪咪虾条马来西亚风味,2017-04-23 12:28:00,A,已出货未退款,已提现
6017,DD2017080420022518483866165DC,3.5,3.5,东鹏特饮,2017-04-23 12:54:00,A,已出货未退款,已提现
6022,DD2017081674930385753671675273,1.6,1.6,20g咪咪虾条马来西亚风味,2017-04-23 13:09:00,A,已出货未退款,已提现
6029,DD201708167493857631346360768,4.5,4.5,55g奥利奥原味夹心饼干,2017-04-23 14:07:00,A,已出货未退款,已提现
6035,DD2017081674930389920792099656,1.5,1.5,40g双汇玉米热狗肠,2017-04-23 15:28:00,A,已出货未退款,已提现
6044,DD2017081674930393996238944915,8.0,8.0,80g四洲粟一烧烧烤味,2017-04-23 16:19:00,A,已出货未退款,已提现
6045,DD2017081674930394614760872069,1.6,1.6,20g咪咪虾条马来西亚风味,2017-04-23 16:20:00,A,已出货未退款,已提现
6053,DD2017081674930395884055658178,4.0,4.0,150g健能酸奶原味,2017-04-23 17:00:00,A,已出货未退款,已提现
6054,DD2017082414293723E1E4E1B8FFD,2.0,2.0,怡宝,2017-04-23 17:08:00,A,已出货未退款,已提现
6057,DD20170819160316463B79403C3AC,3.0,3.0,统一冰红茶,2017-04-23 17:39:00,A,已出货未退款,已提现
6074,DD20170824203921825471E16718C,3.5,3.5,东鹏特饮,2017-04-23 18:29:00,A,已出货未退款,已提现
6090,DD201708167493959124172142657,10.0,10.0,和成天下（黄）,2017-04-23 20:55:00,A,已出货未退款,已提现
6093,DD2017081674930400379222392339,4.0,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017-04-23 22:12:00,A,已出货未退款,已提现
6103,DD201708167493040413754356384,7.5,7.5,30g无穷农场盐_鸡蛋,2017-04-23 23:35:00,A,已出货未退款,已提现
6106,DD2017081674930405996585100693,1.5,1.5,劲仔小鱼（酱汁味）,2017-04-23 23:43:00,A,已出货未退款,已提现
6107,DD201708167493856429437161406,4.5,4.5,250ML东鹏特饮,2017-04-23 23:52:00,A,已出货未退款,已提现
6109,DD2017081674930407164476512902,4.5,4.5,500ml加多宝,2017-04-24 00:16:00,A,已出货未退款,已提现
6114,DD201708167493856002987646186,4.5,4.5,250ml燕塘甜牛奶,2017-04-24 03:49:00,A,已出货未退款,已提现
6126,DD201708167493040963286787909,4.0,4.0,450ml美汁源果粒橙,2017-04-24 08:38:00,A,已出货未退款,已提现
6127,DD2017081674930409881927090145,6.0,6.0,86g合味道海鲜风味,2017-04-24 08:39:00,A,已出货未退款,已提现
6135,DD201708062318475563BE2F005BA,6.0,6.0,红牛,2017-04-24 09:28:00,A,已出货未退款,已提现
6144,DD2017081674930413597668800151,2.5,2.5,30g无穷农场盐_鸡蛋,2017-04-24 12:07:00,A,已出货未退款,已提现
6145,DD201708272025585047F77F97CD8,3.5,3.5,东鹏特饮,2017-04-24 12:11:00,A,已出货未退款,已提现
6152,DD20170816165930842E6AE167A76,3.0,3.0,熊字饼,2017-04-24 15:03:00,A,已出货未退款,已提现
6181,DD2017081674930418470069710485,4.5,4.5,52g旺旺仙贝,2017-04-24 18:05:00,A,已出货未退款,已提现
6184,DD201708167493854278037355041,4.5,4.5,80g香飘飘椰果奶茶原味,2017-04-24 18:55:00,A,已出货未退款,已提现
6190,DD2017080619341117CA63208F190,3.5,3.5,东鹏特饮,2017-04-24 20:17:00,A,已出货未退款,已提现
6199,DD2017081674930425058823635082,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017-04-24 23:21:00,A,已出货未退款,已提现
6201,DD2017081674930426529967756981,3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017-04-24 23:44:00,A,已出货未退款,已提现
6209,DD201708167493853710815542144,15.0,15.0,12g劲仔小鱼卤香味,2017-04-25 02:29:00,A,已出货未退款,已提现
6217,DD2017081674930429554346257159,4.5,4.5,250ml燕塘原味酸奶,2017-04-25 07:34:00,A,已出货未退款,已提现
6232,DD201708170345258585508D84A2F,1.0,1.0,香豆干,2017-04-25 09:31:00,A,已出货未退款,已提现
6245,DD2017081674930434773278664817,1.5,1.5,40g双汇玉米热狗肠,2017-04-25 13:00:00,A,已出货未退款,已提现
6251,DD2017082922383988112FCF0FBA0,3.5,3.5,东鹏特饮,2017-04-25 13:45:00,A,已出货未退款,已提现
6253,DD201708167493853331660699014,4.5,4.5,68g好丽友蛋黄派2枚,2017-04-25 14:12:00,A,已出货未退款,已提现
6256,DD201708112104065097250B073E5,2.0,2.0,怡宝纯净水,2017-04-25 15:12:00,A,已出货未退款,已提现
6257,DD2017080717523173CB6E720F25D,2.5,2.5,可口可乐330ml,2017-04-25 15:23:00,A,已出货未退款,已提现
6265,DD201708167493852671811659205,3.0,3.0,250ml维他柠檬茶,2017-04-25 16:24:00,A,已出货未退款,已提现
6268,DD20170816749385258721740128,1.8,1.8,32g卫龙亲嘴烧,2017-04-25 16:55:00,A,已出货未退款,已提现
6270,DD201708167493945822814208082,4.0,4.0,阿萨姆奶茶,2017-04-25 17:05:00,A,已出货未退款,已提现
6281,DD2017081674930443585244951354,5.0,5.0,500ml统一阿萨姆奶茶,2017-04-25 18:21:00,A,已出货未退款,已提现
6286,DD2017081674930445795861630026,6.0,6.0,86g合味道海鲜风味,2017-04-25 19:11:00,A,已出货未退款,已提现
6292,DD2017081674930448464137903102,0.8,0.8,20g咪咪虾条马来西亚风味,2017-04-25 21:09:00,A,已出货未退款,已提现
6293,DD2017081674930448486174250299,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-04-25 21:10:00,A,已出货未退款,已提现
6306,DD2017081674930453158464149913,4.5,4.5,250ml燕塘红枣牛奶,2017-04-25 22:21:00,A,已出货未退款,已提现
6308,DD2017081674930453378664205367,6.5,6.5,91g徐福记凤梨酥,2017-04-25 22:23:00,A,已出货未退款,已提现
6312,DD2017081674930453831389220279,5.5,5.5,统一来一桶香辣老坛酸菜牛肉面,2017-04-25 23:29:00,A,已出货未退款,已提现
6315,DD2017081674930454325217376208,5.5,5.5,85g统一老坛酸菜牛肉面,2017-04-25 23:37:00,A,已出货未退款,已提现
6320,DD2017081674930456256659613009,6.0,6.0,330ml伊利畅意乳酸菌原味,2017-04-26 00:08:00,A,已出货未退款,已提现
6322,DD201706020425311633088FB6E5F,3.0,3.0,雪碧最新款,2017-04-26 00:17:00,A,已出货未退款,已提现
6345,DD2017081674930471513055403912,3.2,3.2,2g韩国海牌海苔,2017-04-26 13:23:00,A,已出货未退款,已提现
6348,DD201708167493959690484292234,3.0,3.0,印尼芝士威化饼干,2017-04-26 13:58:00,A,已出货未退款,已提现
6354,DD2017081674930473280082549502,7.0,7.0,优益C活菌型乳酸菌饮品,2017-04-26 15:04:00,A,已出货未退款,已提现
6368,DD201708167493959768867014745,2.0,2.0,怡宝纯净水,2017-04-26 16:10:00,A,已出货未退款,已提现
6376,DD201707191219078374DB7FF3F38,6.0,6.0,红牛,2017-04-26 17:42:00,A,已出货未退款,已提现
6395,DD2017082613013216DDC29FF1487,2.5,2.5,芬达330ml,2017-04-26 20:42:00,A,已出货未退款,已提现
6402,DD2017082616263850C2C8F407475,3.0,3.0,果粒橙,2017-04-26 22:00:00,A,已出货未退款,已提现
6406,DD2017081674930480376821944715,6.5,6.5,250ml红牛,2017-04-26 22:30:00,A,已出货未退款,已提现
6414,DD201708167493960200119403752,1.5,1.5,香豆干,2017-04-27 00:00:00,A,已出货未退款,已提现
6418,DD2017081674930482589104366878,7.0,7.0,维他柠檬茶,2017-04-27 00:42:00,A,已出货未退款,已提现
6422,DD2017081674930483129629508798,5.0,5.0,85g统一老坛酸菜牛肉面,2017-04-27 01:17:00,A,已出货未退款,已提现
6426,DD2017081674938417263889022,5.8,5.8,205ml安慕希蓝莓味,2017-04-27 02:23:00,A,已出货未退款,已提现
6431,DD2017081674930486463552123993,3.0,3.0,250ml维他柠檬茶,2017-04-27 07:42:00,A,已出货未退款,已提现
6441,DD2017081674930487360651470636,4.5,4.5,40g呀土豆薯片滋香烤鸡味,2017-04-27 10:02:00,A,已出货未退款,已提现
6443,DD2017080514591596DCADE61A5FE,4.0,4.0,阿萨姆奶茶,2017-04-27 10:40:00,A,已出货未退款,已提现
6445,DD201708167493529105048957333,1.5,1.5,40g双汇玉米热狗肠,2017-04-27 11:21:00,A,已出货未退款,已提现
6446,DD2017081617150470CA06A32BFCB,2.0,2.0,怡宝纯净水,2017-04-27 11:21:00,A,已出货未退款,已提现
6449,DD201708167493960417978581412,2.0,2.0,怡宝纯净水,2017-04-27 12:04:00,A,已出货未退款,已提现
6471,DD20170719132120404CB96A5C6F2,3.0,3.0,雪碧（500ml）,2017-04-27 13:28:00,A,已出货未退款,已提现
6475,DD2017081674930494240229762195,6.5,6.5,430g泰奇八宝粥,2017-04-27 14:09:00,A,已出货未退款,已提现
6476,DD2017081674930494547524055132,5.5,5.5,55g奥利奥迷你杯夹心小饼干杯装原味,2017-04-27 14:11:00,A,已出货未退款,已提现
6477,DD20170719133309664885C918CAA,3.0,3.0,可口可乐（500ml）,2017-04-27 14:14:00,A,已出货未退款,已提现
6480,DD20170815194845430F6FFF16997,2.0,2.0,怡宝纯净水,2017-04-27 14:20:00,A,已出货未退款,已提现
6481,DD2017080900070324EF056473A5A,4.0,4.0,营养快线,2017-04-27 14:21:00,A,已出货未退款,已提现
6487,DD201708167493840192864443387,11.0,11.0,205g伊利安慕希原味,2017-04-27 15:05:00,A,已出货未退款,已提现
6500,DD2017051218563973370D7206B4C,4.0,4.0,果粒橙,2017-04-27 16:27:00,A,已出货未退款,已提现
6504,DD201708167493857034063962291,2.4,2.4,20g咪咪虾条马来西亚风味,2017-04-27 16:43:00,A,已出货未退款,已提现
6505,DD20170816749346346382984613,2.5,2.5,30g无穷农场盐_鸡蛋,2017-04-27 16:43:00,A,已出货未退款,已提现
6506,DD201705121814436563F05DA2108,3.0,3.0,维他奶,2017-04-27 16:43:00,A,已出货未退款,已提现
6535,DD2017081814305511FAF298ADDEA,4.0,4.0,王老吉（500ml）,2017-04-27 18:27:00,A,已出货未退款,已提现
6540,DD201705121654422369F49624033,4.0,4.0,营养快线,2017-04-27 18:38:00,A,已出货未退款,已提现
6550,DD201708242057531115FACEBB328,3.0,3.0,熊字饼,2017-04-27 19:18:00,A,已出货未退款,已提现
6556,DD20170717201659714A379653A15,4.0,4.0,阿萨姆奶茶,2017-04-27 20:37:00,A,已出货未退款,已提现
6563,DD2017081674930502019893495009,5.0,5.0,85g统一老坛酸菜牛肉面,2017-04-27 21:20:00,A,已出货未退款,已提现
6570,DD2017081674930503789004515469,2.5,2.5,30g无穷农场盐_鸡蛋,2017-04-27 22:18:00,A,已出货未退款,已提现
6571,DD201708167493960939316930585,4.0,4.0,脉动,2017-04-27 22:45:00,A,已出货未退款,已提现
6591,DD2017081674930508859806230562,3.0,3.0,12g劲仔小鱼卤香味,2017-04-28 00:30:00,A,已出货未退款,已提现
6601,DD2017081674930511895796619821,3.0,3.0,250ml维他柠檬茶,2017-04-28 02:32:00,A,已出货未退款,已提现
6604,DD2017081674930512814561327655,0.0,0.0,85g新麦潮北海道吐司,2017-04-28 02:35:00,A,已出货未退款,已提现
6607,DD2017081674930514364758231626,1.5,1.5,劲仔小鱼,2017-04-28 03:56:00,A,已出货未退款,已提现
6614,DD2017081674930517046905897898,2.0,2.0,85g新麦潮北海道吐司,2017-04-28 07:32:00,A,已出货未退款,已提现
6621,DD2017080503381464D00AE33131B,1.0,1.0,小鱼仔,2017-04-28 09:12:00,A,已出货未退款,已提现
6629,DD2017081674930518501899652618,5.0,5.0,85g统一老坛酸菜牛肉面,2017-04-28 10:39:00,A,已出货未退款,已提现
6630,DD2017081674930519178973117209,3.0,3.0,250ml维他柠檬茶,2017-04-28 10:40:00,A,已出货未退款,已提现
6635,DD201708167493961229002231554,3.5,3.5,东鹏特饮,2017-04-28 12:06:00,A,已出货未退款,已提现
6640,DD2017081674930520928230334765,4.5,4.5,78g卫龙亲嘴语辣条,2017-04-28 12:20:00,A,已出货未退款,已提现
6647,DD2017081674930524538986817689,2.5,2.5,30g无穷农场盐_鸡蛋,2017-04-28 13:17:00,A,已出货未退款,已提现
6652,DD201708167493839315237197497,7.5,7.5,雀巢咖啡,2017-04-28 14:07:00,A,已出货未退款,已提现
6660,DD2017081319503538408CF2BA92A,3.0,3.0,统一冰红茶,2017-04-28 14:25:00,A,已出货未退款,已提现
6681,DD20170719155938287A6A3C417E8,3.0,3.0,统一冰红茶,2017-04-28 17:08:00,A,已出货未退款,已提现
6687,DD2017081674930528055299005959,3.0,3.0,250ml维他柠檬茶,2017-04-28 17:12:00,A,已出货未退款,已提现
6696,DD2017081674930531068955261614,0.0,0.0,250ml维他原味豆奶,2017-04-28 18:12:00,A,已出货未退款,已提现
6707,DD201708167493839036171497805,7.0,7.0,泰奇八宝粥,2017-04-28 19:35:00,A,已出货未退款,已提现
6710,DD201708167493053210699132592,9.0,9.0,40g乐事薯片黄瓜味,2017-04-28 20:08:00,A,已出货未退款,已提现
6724,DD2017081674930537269476759635,3.0,3.0,250ml维他原味豆奶,2017-04-28 23:22:00,A,已出货未退款,已提现
6725,DD2017081674930539340098967902,6.5,6.5,70g乐事薯片黄瓜味,2017-04-28 23:23:00,A,已出货未退款,已提现
6734,DD2017081674930541377463437622,3.5,3.5,可乐可乐,2017-04-28 23:47:00,A,已出货未退款,已提现
6740,DD2017081674930543072120027554,6.0,6.0,86g合味道海鲜风味,2017-04-29 01:00:00,A,已出货未退款,已提现
6741,DD2017081674930543648617891613,9.0,9.0,180ml雀巢咖啡罐装,2017-04-29 01:01:00,A,已出货未退款,已提现
6748,DD2017081674930546076692869003,6.0,6.0,86g合味道海鲜风味,2017-04-29 02:33:00,A,已出货未退款,已提现
6758,DD201708290757106696098D58F7C,3.5,3.5,东鹏特饮,2017-04-29 08:29:00,A,已出货未退款,已提现
6761,DD2017082421004915DDA62B21035,3.5,3.5,东鹏特饮,2017-04-29 08:51:00,A,已出货未退款,已提现
6768,DD201708081847577223D8701B8D1,4.0,4.0,银鹭八宝粥,2017-04-29 10:24:00,A,已出货未退款,已提现
6779,DD2017081674930550489225438252,3.0,3.0,250ml维他奶巧克力味,2017-04-29 12:07:00,A,已出货未退款,已提现
6794,DD2017081674930554128016111046,5.0,5.0,48g好丽友薯愿香烤原味,2017-04-29 13:39:00,A,已出货未退款,已提现
6796,DD2017081674930554407652685512,10.0,10.0,225g味之不规则饼干芝士味,2017-04-29 14:39:00,A,已出货未退款,已提现
6806,DD201708167493838527233181056,8.0,8.0,160g盼盼手撕面包,2017-04-29 15:06:00,A,已出货未退款,已提现
6813,DD201708167493925631523346703,4.0,4.0,阿萨姆奶茶,2017-04-29 15:58:00,A,已出货未退款,已提现
6827,DD2017081674930557062877992612,4.0,4.0,上好佳田园薯片,2017-04-29 17:31:00,A,已出货未退款,已提现
6832,DD201708167493055897744574453,3.0,3.0,12g劲仔小鱼麻辣味,2017-04-29 17:52:00,A,已出货未退款,已提现
6833,DD201708167493962096047386673,3.0,3.0,可口可乐（500ml）,2017-04-29 17:53:00,A,已出货未退款,已提现
6850,DD201708167493962235079063633,3.0,3.0,茉莉蜜茶,2017-04-29 18:25:00,A,已出货未退款,已提现
6858,DD201708167493838344752813424,9.0,9.0,58g丽芝士纳宝帝奶酪威化饼干,2017-04-29 19:01:00,A,已出货未退款,已提现
6866,DD20170816749383832770844966,2.4,2.4,20g咪咪虾条马来西亚风味,2017-04-29 19:51:00,A,已出货未退款,已提现
6869,DD2017081674930564451976812127,18.0,18.0,268ml雀巢咖啡丝滑拿铁,2017-04-29 20:01:00,A,已出货未退款,已提现
6875,DD201708167493056518329259268,4.5,4.5,250ml燕塘原味酸奶,2017-04-29 20:42:00,A,已出货未退款,已提现
6877,DD201708167493838104834125226,5.5,5.5,65g格力高百力滋饼干巧克力味,2017-04-29 21:20:00,A,已出货未退款,已提现
6881,DD201708167493838085757220066,3.5,3.5,34g公仔迷你杯牛肉味,2017-04-29 21:48:00,A,已出货未退款,已提现
6882,DD201708167493838057224687174,5.0,5.0,500ml统一阿萨姆奶茶,2017-04-29 21:49:00,A,已出货未退款,已提现
6884,DD201708167493837972577890975,5.5,5.5,205g伊利安慕希原味,2017-04-29 21:52:00,A,已出货未退款,已提现
6890,DD20170819161228960BF8EC5429A,4.0,4.0,阿萨姆奶茶,2017-04-29 22:20:00,A,已出货未退款,已提现
6900,DD2017081674930568395269203289,1.8,1.8,32g卫龙亲嘴烧,2017-04-30 00:36:00,A,已出货未退款,已提现
6906,DD2017081674930569598141425424,6.5,6.5,430g泰奇八宝粥,2017-04-30 03:10:00,A,已出货未退款,已提现
6921,DD20170806062155611D9BEB5432C,2.0,2.0,怡宝纯净水,2017-04-30 09:13:00,A,已出货未退款,已提现
6925,DD2017081674930573672041579587,4.0,4.0,55g奥利奥原味芝士饼干,2017-04-30 10:17:00,A,已出货未退款,已提现
6943,DD2017081674930579690511034098,12.5,12.5,100g*5瓶益力多,2017-04-30 11:56:00,A,已出货未退款,已提现
6956,DD201708167493835290519853736,4.5,4.5,燕塘红枣牛奶,2017-04-30 12:38:00,A,已出货未退款,已提现
6958,DD2017081674930583335358153481,4.5,4.5,500ml营养快线原味,2017-04-30 13:29:00,A,已出货未退款,已提现
