,订单号,应付金额,实际金额,商品,支付时间,地点,状态,提现
19591,DD201708167493370524410217536,2.5,2.5,30g无穷农场盐_鸡蛋,2017-06-28 22:26:00,D,已出货未退款,已提现
19596,DD20170816749337074891377793,1.6,1.6,2g韩国海牌海苔,2017-06-28 22:58:00,D,已出货未退款,已提现
19599,DD20170427170853658431F343C06,2.5,2.5,统一冰红茶,2017-06-28 23:12:00,D,已出货未退款,已提现
19607,DD201708167493618727943873262,3.0,3.0,250ml维他柠檬茶,2017-06-28 23:27:00,D,已出货未退款,已提现
19609,DD20170427175232172699F14A359,4.0,4.0,脉动,2017-06-28 23:28:00,D,已出货未退款,已提现
19618,DD201708167493492767494056817,6.5,6.5,91g徐福记凤梨酥,2017-06-29 01:15:00,D,已出货未退款,已提现
19631,DD2017080321184663E7805FAC6C6,3.5,3.5,东鹏特饮,2017-06-29 04:06:00,D,已出货未退款,已提现
19638,DD201708167493546607560696009,11.0,11.0,205g伊利安慕希原味,2017-06-29 05:24:00,D,已出货未退款,已提现
19663,DD201708167493533103034723743,5.0,5.0,30g无穷农场盐_鸡蛋,2017-06-29 08:32:00,D,已出货未退款,已提现
19664,DD201708167493372736825326747,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-06-29 08:34:00,D,已出货未退款,已提现
19668,DD2017080321083962D2E79A1DDE4,2.0,2.0,怡宝纯净水,2017-06-29 08:50:00,D,已出货未退款,已提现
19674,DD201708167493373213215910707,0.0,0.0,480ml小茗同学冷泡青柠红茶,2017-06-29 09:08:00,D,已出货未退款,已提现
19676,DD2017042721275228703B23FA133,2.0,2.0,怡宝纯净水,2017-06-29 09:09:00,D,已出货未退款,已提现
19678,DD201708167493533093905138306,2.5,2.5,30g无穷农场盐_鸡蛋,2017-06-29 09:50:00,D,已出货未退款,已提现
19685,DD201708167493532971483991042,1.8,1.8,32g卫龙亲嘴烧,2017-06-29 10:44:00,D,已出货未退款,已提现
19689,DD20170807170040124D71525AE5F,3.0,3.0,雪碧（500ml）,2017-06-29 11:05:00,D,已出货未退款,已提现
19693,DD201708167493373933989207789,5.0,5.0,85g统一老坛酸菜牛肉面,2017-06-29 11:50:00,D,已出货未退款,已提现
19698,DD20170427221220771BE7B53DAE8,3.0,3.0,统一绿茶,2017-06-29 12:00:00,D,已出货未退款,已提现
19700,DD20170728121507292A60B485F21,3.5,3.5,东鹏特饮,2017-06-29 12:07:00,D,已出货未退款,已提现
19702,DD2017042722453949C3CD83F911B,4.0,4.0,脉动,2017-06-29 12:09:00,D,已出货未退款,已提现
19704,DD201708167493374356019604331,3.2,3.2,20g咪咪虾条马来西亚风味,2017-06-29 12:11:00,D,已出货未退款,已提现
19707,DD20170816749388309703139432,1.8,1.8,32g卫龙亲嘴烧川香味,2017-06-29 12:13:00,D,已出货未退款,已提现
19708,DD2017072812255914A90E97744FD,1.5,1.5,鸭翅,2017-06-29 12:13:00,D,已出货未退款,已提现
19712,DD201704272312353632EADAFD17D,4.0,4.0,营养快线,2017-06-29 12:17:00,D,已出货未退款,已提现
19723,DD2017042723414615A5C0113DAE5,2.5,2.5,可口可乐330ml（罐）,2017-06-29 13:29:00,D,已出货未退款,已提现
19724,DD201708167493374698185129593,4.5,4.5,52g旺旺仙贝,2017-06-29 13:36:00,D,已出货未退款,已提现
19735,DD201708167493374843615714229,3.0,3.0,250ml维他原味豆奶,2017-06-29 14:09:00,D,已出货未退款,已提现
19742,DD201708167493617668774207501,1.6,1.6,2g韩国海牌海苔,2017-06-29 14:59:00,D,已出货未退款,已提现
19753,DD2017080716355726EA4398A9CE3,3.0,3.0,果粒橙,2017-06-29 15:56:00,D,已出货未退款,已提现
19757,DD201708167493546383227858213,2.5,2.5,30g无穷农场盐_鸡蛋,2017-06-29 16:00:00,D,已出货未退款,已提现
19778,DD201708167493376009771266698,7.0,7.0,150g洽洽原香瓜子,2017-06-29 17:25:00,D,已出货未退款,已提现
19799,DD201708167493587126499533489,6.5,6.5,430g泰奇八宝粥,2017-06-29 18:06:00,D,已出货未退款,已提现
19800,DD201708167493617631927884844,6.0,6.0,480ml小茗同学冷泡溜溜哒茶,2017-06-29 18:07:00,D,已出货未退款,已提现
19806,DD20170428004510865935AE42750,4.0,4.0,营养快线,2017-06-29 18:24:00,D,已出货未退款,已提现
19812,DD201708167493532547219323996,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017-06-29 18:55:00,D,已出货未退款,已提现
19823,DD20170428023455901086D9A021C,4.0,4.0,银鹭八宝粥,2017-06-29 19:45:00,D,已出货未退款,已提现
19832,DD20170816749358664941379006,6.0,6.0,58g丽芝士纳宝帝奶酪威化饼干,2017-06-29 20:41:00,D,已出货未退款,已提现
19839,DD201708167493377755491720037,6.0,6.0,86g合味道海鲜风味,2017-06-29 21:15:00,D,已出货未退款,已提现
19844,DD201708167493377769034218213,3.5,3.5,600ml可口可乐,2017-06-29 21:35:00,D,已出货未退款,已提现
19855,DD20170816749361743040124559,4.5,4.5,52g旺旺仙贝,2017-06-29 22:21:00,D,已出货未退款,已提现
19883,DD201708167493379208393630679,1.6,1.6,20g马来西亚风味咪咪蟹味粒0219,2017-06-30 00:39:00,D,已出货未退款,已提现
19893,DD2017080311003815C53C64743E2,4.0,4.0,脉动,2017-06-30 02:30:00,D,已出货未退款,已提现
19898,DD20170803205820133B0CF1F8A6D,4.0,4.0,营养快线,2017-06-30 02:56:00,D,已出货未退款,已提现
19905,DD201708167493379606470677433,5.5,5.5,480ml小茗同学冷泡青柠红茶,2017-06-30 03:40:00,D,已出货未退款,已提现
19912,DD20170807160817889BDA05A6786,4.0,4.0,阿萨姆奶茶,2017-06-30 03:48:00,D,已出货未退款,已提现
19938,DD20170803105706467CAECF26167,4.0,4.0,阿萨姆奶茶,2017-06-30 04:19:00,D,已出货未退款,已提现
19944,DD201708167493379769968355997,5.0,5.0,48g好丽友薯愿香烤原味,2017-06-30 05:06:00,D,已出货未退款,已提现
19985,DD2017072815100226552943151A6,1.5,1.5,鸭翅,2017-06-30 08:01:00,D,已出货未退款,已提现
20033,DD201708051705337251858FFE1FB,6.0,6.0,红牛,2017-06-30 09:01:00,D,已出货未退款,已提现
20037,DD201708167493380808449374071,4.0,4.0,85g新麦潮北海道吐司,2017-06-30 09:12:00,D,已出货未退款,已提现
20050,DD20170805165742894BAC9A5ED2A,2.0,2.0,怡宝纯净水,2017-06-30 09:41:00,D,已出货未退款,已提现
20069,DD20170728151910766A5B77D2502,1.5,1.5,鸭翅,2017-06-30 10:26:00,D,已出货未退款,已提现
20097,DD201708167493381405924087747,5.5,5.5,480ml小茗同学冷泡青柠红茶,2017-06-30 12:12:00,D,已出货未退款,已提现
20099,DD2017072815331714B25B6F555CF,3.0,3.0,雪碧（500ml）,2017-06-30 12:15:00,D,已出货未退款,已提现
20112,DD2017080516462548DDEE0078DE6,2.0,2.0,怡宝纯净水,2017-06-30 12:28:00,D,已出货未退款,已提现
20125,DD201708167493381850682648706,6.0,6.0,86g合味道海鲜风味,2017-06-30 13:46:00,D,已出货未退款,已提现
20131,DD2017080516450376DB224A540D6,2.0,2.0,怡宝纯净水,2017-06-30 14:02:00,D,已出货未退款,已提现
20137,DD2017080714505417D1DB009C1C8,6.0,6.0,红牛,2017-06-30 14:14:00,D,已出货未退款,已提现
20150,DD201708051639258518892A12BCE,3.0,3.0,果粒橙,2017-06-30 14:39:00,D,已出货未退款,已提现
20155,DD201708167493382279178942117,3.0,3.0,250ml维他柠檬茶,2017-06-30 14:47:00,D,已出货未退款,已提现
20176,DD20170816749352941813569868,13.0,13.0,250ml红牛,2017-06-30 15:31:00,D,已出货未退款,已提现
20183,DD201708167493529266203574161,2.4,2.4,20g咪咪虾条马来西亚风味,2017-06-30 16:06:00,D,已出货未退款,已提现
20199,DD201708167493528415125430944,3.0,3.0,250ml维他原味豆奶,2017-06-30 17:23:00,D,已出货未退款,已提现
20235,DD201708167493579578571689149,6.5,6.5,250ml红牛,2017-06-30 18:03:00,D,已出货未退款,已提现
20239,DD201708167493383524136331184,3.5,3.5,600ml可口可乐,2017-06-30 18:20:00,D,已出货未退款,已提现
20256,DD201708167493383663841575963,3.2,3.2,2g韩国海牌海苔,2017-06-30 19:39:00,D,已出货未退款,已提现
20268,DD2017080516345328AF3EA9B01AD,4.0,4.0,脉动,2017-06-30 20:09:00,D,已出货未退款,已提现
20274,DD201708167493526530528101741,6.5,6.5,250ml红牛,2017-06-30 20:35:00,D,已出货未退款,已提现
20283,DD201708167493850766513648106,2.5,2.5,250ml维他奶巧克力味,2017-06-30 20:49:00,D,已出货未退款,已提现
20284,DD2017080714254649C4CFB249251,2.0,2.0,怡宝纯净水,2017-06-30 20:49:00,D,已出货未退款,已提现
20288,DD2017080223114197C915EC51C1C,3.0,3.0,可口可乐330ml,2017-06-30 20:50:00,D,已出货未退款,已提现
20299,DD201708167493579375007839752,4.5,4.5,250ml燕塘红枣牛奶,2017-06-30 21:06:00,D,已出货未退款,已提现
20306,DD2017080714250736917B98C06BD,6.0,6.0,红牛,2017-06-30 21:07:00,D,已出货未退款,已提现
20309,DD201708167493384263086722651,4.5,4.5,250ml燕塘红枣牛奶,2017-06-30 21:09:00,D,已出货未退款,已提现
20314,DD201708167493384309841457785,1.8,1.8,32g卫龙亲嘴烧,2017-06-30 21:16:00,D,已出货未退款,已提现
20315,DD201708167493579333517436376,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017-06-30 21:31:00,D,已出货未退款,已提现
20327,DD201708167493526242824876529,3.5,3.5,500ml统一冰糖雪梨,2017-06-30 22:53:00,D,已出货未退款,已提现
20331,DD201708167493384658131935244,4.5,4.5,250ml燕塘原味酸奶,2017-06-30 23:03:00,D,已出货未退款,已提现
20341,DD201708167493491954803308174,6.0,6.0,330ml伊利畅意乳酸菌原味,2017-06-30 23:31:00,D,已出货未退款,已提现
20342,DD201708167493491914633634066,3.5,3.5,58g丽芝士纳宝帝奶酪威化饼干,2017-06-30 23:32:00,D,已出货未退款,已提现
20364,DD201708167493489187254601837,5.5,5.5,205g伊利安慕希原味,2017-07-01 08:45:00,D,已出货未退款,已提现
20371,DD201708167493488771210469077,6.5,6.5,148g富甲一方紫薯仔,2017-07-01 09:13:00,D,已出货未退款,已提现
20373,DD201708167493488662716224915,4.5,4.5,52g旺旺仙贝,2017-07-01 10:18:00,D,已出货未退款,已提现
20375,DD201708167493488624061183699,5.0,5.0,85g统一老坛酸菜牛肉面,2017-07-01 11:30:00,D,已出货未退款,已提现
20376,DD201708167493488511799483833,5.0,5.0,85g统一老坛酸菜牛肉面,2017-07-01 12:05:00,D,已出货未退款,已提现
20379,DD201708167493488144920621717,5.0,5.0,500ml统一阿萨姆奶茶,2017-07-01 12:32:00,D,已出货未退款,已提现
20383,DD201708167493487894945005268,1.8,1.8,32g卫龙亲嘴烧,2017-07-01 12:34:00,D,已出货未退款,已提现
20384,DD201708167493449276533039688,6.0,6.0,86g合味道海鲜风味,2017-07-01 12:57:00,D,已出货未退款,已提现
20385,DD2017080121193072B3BF17139AF,10.0,10.0,口味王槟榔（绿）,2017-07-01 12:57:00,D,已出货未退款,已提现
20392,DD201708167493487314093873653,3.5,3.5,70g乖媳妇野山泡椒凤爪,2017-07-01 13:17:00,D,已出货未退款,已提现
20401,DD201708167493487131865735248,4.5,4.5,50g上好佳日式鱼果,2017-07-01 13:47:00,D,已出货未退款,已提现
20410,DD201708167493486077662586013,3.2,3.2,2g韩国海牌海苔,2017-07-01 14:09:00,D,已出货未退款,已提现
20411,DD201708167493485941280164362,2.5,2.5,30g无穷农场盐_鸡蛋,2017-07-01 14:13:00,D,已出货未退款,已提现
20418,DD201708167493485444221553913,5.5,5.5,103g康师傅红烧牛肉面,2017-07-01 14:38:00,D,已出货未退款,已提现
20453,DD2017080120020329D5E2DDE48FD,2.5,2.5,伊利优酸乳,2017-07-01 17:17:00,D,已出货未退款,已提现
20455,DD201708167493482687836033352,5.0,5.0,85g统一老坛酸菜牛肉面,2017-07-01 17:27:00,D,已出货未退款,已提现
20457,DD201708012000351861A90255078,2.5,2.5,伊利优酸乳,2017-07-01 17:33:00,D,已出货未退款,已提现
20461,DD2017080119575753BD1882EB046,2.5,2.5,伊利优酸乳,2017-07-01 19:15:00,D,已出货未退款,已提现
20465,DD20170801194532462430B41614B,1.0,1.0,香豆干,2017-07-01 19:31:00,D,已出货未退款,已提现
20466,DD201708167493853476827670167,2.5,2.5,30g无穷农场盐_鸡蛋,2017-07-01 19:32:00,D,已出货未退款,已提现
20467,DD2017080119432582E59AC3CFD2A,1.0,1.0,香豆干,2017-07-01 19:32:00,D,已出货未退款,已提现
20471,DD20170801192120111AC594ADF13,3.0,3.0,果粒橙,2017-07-01 19:47:00,D,已出货未退款,已提现
20473,DD201708167493481215841694875,4.5,4.5,250ML东鹏特饮,2017-07-01 20:25:00,D,已出货未退款,已提现
20483,DD201708167493480616345588758,1.5,1.5,12g劲仔小鱼麻辣味,2017-07-01 21:23:00,D,已出货未退款,已提现
20484,DD201708167493480528724173273,4.5,4.5,250ml燕塘原味酸奶,2017-07-01 21:41:00,D,已出货未退款,已提现
20492,DD201708167493479170206991127,5.5,5.5,85g统一老坛酸菜牛肉面,2017-07-01 22:31:00,D,已出货未退款,已提现
20493,DD20170816749347901306976771,1.5,1.5,劲仔小鱼（麻辣味）,2017-07-01 22:39:00,D,已出货未退款,已提现
20503,DD201708167493478090953681057,4.5,4.5,80g香飘飘椰果奶茶麦香味,2017-07-02 08:48:00,D,已出货未退款,已提现
20512,DD201708167493477630945010809,1.5,1.5,40g双汇玉米热狗肠,2017-07-02 09:21:00,D,已出货未退款,已提现
20518,DD201708167493477394623259772,4.5,4.5,78g卫龙亲语,2017-07-02 12:28:00,D,已出货未退款,已提现
20523,DD2017080117572066821273B7619,3.0,3.0,果粒橙,2017-07-02 14:30:00,D,已出货未退款,已提现
20525,DD2017080117524391B7230EE7F7C,4.0,4.0,营养快线,2017-07-02 14:40:00,D,已出货未退款,已提现
20530,DD20170801175207971135DFEF8B7,4.0,4.0,营养快线,2017-07-02 15:11:00,D,已出货未退款,已提现
20545,DD201708167493476453234199162,2.5,2.5,30g无穷农场盐_鸡蛋,2017-07-02 16:37:00,D,已出货未退款,已提现
20550,DD201708167493476012484068926,13.0,13.0,250ml红牛,2017-07-02 17:10:00,D,已出货未退款,已提现
20551,DD201708167493475933552225706,1.8,1.8,32g卫龙亲嘴烧,2017-07-02 17:20:00,D,已出货未退款,已提现
20552,DD201708167493475920540189332,2.5,2.5,30g无穷农场盐_鸡蛋,2017-07-02 17:30:00,D,已出货未退款,已提现
20558,DD2017080116465613FF03264C538,3.0,3.0,雪碧最新款,2017-07-02 19:01:00,D,已出货未退款,已提现
20560,DD2017080116212238BEAC0ADB176,2.0,2.0,怡宝纯净水,2017-07-02 19:04:00,D,已出货未退款,已提现
20576,DD201708167493475380888151585,6.5,6.5,250ml红牛,2017-07-02 20:31:00,D,已出货未退款,已提现
20580,DD2017080115504017F92D3850D01,2.0,2.0,怡宝纯净水,2017-07-02 20:49:00,D,已出货未退款,已提现
20581,DD201708167493475222057873135,1.5,1.5,12g劲仔小鱼麻辣味,2017-07-02 20:54:00,D,已出货未退款,已提现
20598,DD201708011450281784615565F65,3.0,3.0,伊利纯牛奶,2017-07-02 21:50:00,D,已出货未退款,已提现
20599,DD201708167493474609383984188,4.5,4.5,78g卫龙亲嘴语辣条,2017-07-02 22:11:00,D,已出货未退款,已提现
20626,DD201708167493474054736559915,0.0,0.0,480ml小茗同学冷泡青柠红茶,2017-07-03 14:17:00,D,已出货未退款,已提现
20634,DD201708167493473552067755947,4.5,4.5,65g卫龙亲嘴豆皮,2017-07-03 16:04:00,D,已出货未退款,已提现
20636,DD20170801131419531FF9C5385AE,3.5,3.5,王老吉（罐）,2017-07-03 16:24:00,D,已出货未退款,已提现
20641,DD201708011314043208C83EBA540,3.5,3.5,王老吉（罐）,2017-07-03 17:23:00,D,已出货未退款,已提现
20646,DD20170801125738739D418C43BCE,3.0,3.0,雪碧最新款,2017-07-03 19:24:00,D,已出货未退款,已提现
20657,DD201708167493473228144535589,5.0,5.0,85g统一老坛酸菜牛肉面,2017-07-03 20:39:00,D,已出货未退款,已提现
20661,DD2017083118300375F092540304D,2.0,2.0,鸭翅,2017-07-03 21:17:00,D,已出货未退款,已提现
20667,DD201708011221072102084B59F50,3.0,3.0,芬达330ml,2017-07-03 21:24:00,D,已出货未退款,已提现
20678,DD2017080112104735FA2B52B7901,3.0,3.0,卫龙大面筋,2017-07-04 08:00:00,D,已出货未退款,已提现
20683,DD201708011210247941714C7BDD9,3.5,3.5,东鹏特饮,2017-07-04 09:00:00,D,已出货未退款,已提现
20687,DD201708167493472086833024673,4.5,4.5,40g乐事薯片黄瓜味,2017-07-04 09:10:00,D,已出货未退款,已提现
20690,DD201708011208161516B7E1F16F4,1.0,1.0,小鱼仔,2017-07-04 09:17:00,D,已出货未退款,已提现
20694,DD2017080112065011AFBFE79E245,2.0,2.0,怡宝纯净水,2017-07-04 09:29:00,D,已出货未退款,已提现
20696,DD20170816749347153580115693,9.0,9.0,85g嘉士利果乐果香夹心饼干蓝莓味,2017-07-04 11:05:00,D,已出货未退款,已提现
20698,DD2017080112044798DFA72C23AC5,4.0,4.0,脉动,2017-07-04 11:17:00,D,已出货未退款,已提现
20699,DD201708167493471460443880816,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-07-04 11:22:00,D,已出货未退款,已提现
20707,DD201708167493471162465957967,0.0,0.0,110g顺宝九制话梅,2017-07-04 12:15:00,D,已出货未退款,已提现
20717,DD201708167493470653802939825,58.5,58.5,250ml红牛,2017-07-04 14:01:00,D,已出货未退款,已提现
20721,DD201708167493470417173538725,9.0,9.0,13g无穷烤鸡小腿蜂蜜味,2017-07-04 15:11:00,D,已出货未退款,已提现
20723,DD201708167493470328583847009,12.0,12.0,330ml伊利畅意乳酸菌原味,2017-07-04 15:28:00,D,已出货未退款,已提现
20742,DD2017080109464762835C8366130,3.5,3.5,东鹏特饮,2017-07-04 16:17:00,D,已出货未退款,已提现
20749,DD201708167493466680573338606,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017-07-04 16:59:00,D,已出货未退款,已提现
20756,DD201708167493465023649041621,5.5,5.5,480ml小茗同学冷泡青柠红茶,2017-07-04 17:22:00,D,已出货未退款,已提现
20758,DD201708167493465021790862132,5.5,5.5,205g伊利安慕希原味,2017-07-04 17:49:00,D,已出货未退款,已提现
20775,DD201708167493463815135380927,7.0,7.0,合味道（海鲜风味）,2017-07-04 19:43:00,D,已出货未退款,已提现
20782,DD201708167493463690671853803,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017-07-04 19:52:00,D,已出货未退款,已提现
20816,DD201708167493462760351303506,9.0,9.0,40g乐事美国经典原味,2017-07-05 10:20:00,D,已出货未退款,已提现
20837,DD201708167493462101424639817,6.5,6.5,91g徐福记凤梨酥,2017-07-05 12:49:00,D,已出货未退款,已提现
20839,DD20170731202950494B65F9B341B,2.0,2.0,怡宝纯净水,2017-07-05 12:58:00,D,已出货未退款,已提现
20843,DD201708167493462053339586751,6.0,6.0,250ml维他柠檬茶,2017-07-05 13:24:00,D,已出货未退款,已提现
20848,DD201708167493461869286609712,3.0,3.0,250ml维他原味豆奶,2017-07-05 14:31:00,D,已出货未退款,已提现
20852,DD20170731202313788D51247B298,4.0,4.0,脉动,2017-07-05 15:55:00,D,已出货未退款,已提现
20858,DD20170731202215924F3237504A4,4.0,4.0,阿萨姆奶茶,2017-07-05 16:31:00,D,已出货未退款,已提现
20863,DD201708167493459860448980733,4.5,4.5,250ml燕塘红枣牛奶,2017-07-05 17:25:00,D,已出货未退款,已提现
20867,DD201708167493459629728706014,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017-07-05 17:43:00,D,已出货未退款,已提现
20869,DD201708167493459487066652414,3.5,3.5,600ml雪碧,2017-07-05 17:47:00,D,已出货未退款,已提现
20889,DD201708167493457311512639979,0.8,0.8,20g咪咪虾条马来西亚风味,2017-07-05 21:35:00,D,已出货未退款,已提现
20890,DD201708167493456507331194845,10.0,10.0,225g味之不规则饼干芝士味,2017-07-06 09:48:00,D,已出货未退款,已提现
20891,DD201708167493456445172928807,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017-07-06 11:29:00,D,已出货未退款,已提现
20897,DD201708167493455960052266795,6.0,6.0,107g出前一丁桶面酱香牛肉王,2017-07-07 08:47:00,D,已出货未退款,已提现
20899,DD2017073118184777D6C450D0449,2.5,2.5,伊利优酸乳,2017-07-07 08:50:00,D,已出货未退款,已提现
20902,DD201708167493454753694867896,2.5,2.5,30g无穷农场盐_鸡蛋,2017-07-07 09:00:00,D,已出货未退款,已提现
20907,DD201708167493454125466836402,15.0,15.0,13g无穷烤鸡小腿蜂蜜味,2017-07-07 09:10:00,D,已出货未退款,已提现
20909,DD2017073117382326FC6BF516DE8,3.0,3.0,卫龙大面筋,2017-07-07 09:33:00,D,已出货未退款,已提现
20910,DD201708167493822333378530535,2.5,2.5,30g无穷农场盐_鸡蛋,2017-07-07 09:48:00,D,已出货未退款,已提现
20911,DD2017073117372110B5EE39749FF,3.0,3.0,卫龙大面筋,2017-07-07 09:48:00,D,已出货未退款,已提现
20919,DD201708167493452949751632359,1.6,1.6,20g马来西亚风味咪咪蟹味粒0219,2017-07-07 13:20:00,D,已出货未退款,已提现
20927,DD201708167493452503822608404,7.0,7.0,70g乖媳妇野山泡椒凤爪,2017-07-07 17:30:00,D,已出货未退款,已提现
20928,DD20170816749345244656668591,4.5,4.5,40g乐事美国经典原味,2017-07-07 17:37:00,D,已出货未退款,已提现
20931,DD201708167493452175594620488,5.0,5.0,85g统一老坛酸菜牛肉面,2017-07-07 19:42:00,D,已出货未退款,已提现
20935,DD201708167493452018405566182,4.5,4.5,250ml燕塘红枣牛奶,2017-07-07 20:14:00,D,已出货未退款,已提现
20937,DD201707311531489731A6F487F6A,1.0,1.0,小鱼仔,2017-07-07 20:27:00,D,已出货未退款,已提现
20939,DD201707311527314766FFBE51ED5,3.0,3.0,可口可乐330ml,2017-07-07 20:30:00,D,已出货未退款,已提现
20943,DD201707311524596745EBE92232D,3.0,3.0,可口可乐330ml,2017-07-07 20:37:00,D,已出货未退款,已提现
20945,DD2017073115171195CD816D730A7,3.5,3.5,东鹏特饮,2017-07-07 20:40:00,D,已出货未退款,已提现
20947,DD2017073115162978962097CFD78,3.0,3.0,伊利纯牛奶,2017-07-07 21:04:00,D,已出货未退款,已提现
20964,DD201708167493451649375361918,0.6,0.6,10g卫龙亲嘴烧香辣味,2017-07-07 22:24:00,D,已出货未退款,已提现
20976,DD201707281556242812EFFB6760E,4.0,4.0,营养快线,2017-07-08 08:48:00,D,已出货未退款,已提现
20980,DD201708167493451146849816742,4.0,4.0,150g健能酸奶原味,2017-07-08 09:17:00,D,已出货未退款,已提现
20981,DD201708167493451015936109321,12.5,12.5,100g*5瓶益力多,2017-07-08 09:24:00,D,已出货未退款,已提现
20984,DD201708167493450992823306775,5.0,5.0,220g宝丰龙龟苓膏,2017-07-08 12:27:00,D,已出货未退款,已提现
20986,DD20170816749345094042371359,6.5,6.5,430g泰奇八宝粥,2017-07-08 13:23:00,D,已出货未退款,已提现
21008,DD201708167493450479813266641,4.0,4.0,55g奥利奥原味芝士饼干,2017-07-08 19:14:00,D,已出货未退款,已提现
21016,DD20170823192633472A6D24CAC97,2.0,2.0,怡宝纯净水,2017-07-09 09:29:00,D,已出货未退款,已提现
21026,DD201708111359466517465495B68,4.0,4.0,阿萨姆奶茶,2017-07-10 22:03:00,D,已出货未退款,已提现
21033,DD201708167493450379038022335,3.0,3.0,10g卫龙亲嘴烧香辣味,2017-07-11 09:07:00,D,已出货未退款,已提现
21037,DD2017081719593343A6F3C19587C,3.0,3.0,统一绿茶,2017-07-11 09:50:00,D,已出货未退款,已提现
21039,DD2017071516312538221FAA44B1F,3.0,3.0,雪碧最新款,2017-07-11 14:49:00,D,已出货未退款,已提现
21041,DD201708167493450337366487596,6.0,6.0,86g合味道海鲜风味,2017-07-11 16:56:00,D,已出货未退款,已提现
21042,DD2017062402491157041A22B505F,3.0,3.0,可口可乐（500ml）,2017-07-11 17:05:00,D,已出货未退款,已提现
21047,DD201707112000394027D459BF766,3.5,3.5,东鹏特饮,2017-07-11 21:20:00,D,已出货未退款,已提现
21049,DD201708167493450300568233728,4.5,4.5,65g卫龙亲嘴豆皮,2017-07-11 23:50:00,D,已出货未退款,已提现
21109,DD2017062821274879DE475B60CEB,3.0,3.0,维他柠檬茶,2017-07-16 17:31:00,D,已出货未退款,已提现
21110,DD20170816749333978868053669,3.5,3.5,维他原味豆奶,2017-07-16 17:31:00,D,已出货未退款,已提现
21119,DD20170629121945192439ECDD16B,1.0,1.0,小鱼仔,2017-07-17 16:05:00,D,已出货未退款,已提现
21126,DD201708167493449472414117159,4.5,4.5,78g卫龙亲嘴语辣条,2017-07-18 09:37:00,D,已出货未退款,已提现
21134,DD201708121843519620E689C6923,4.0,4.0,营养快线,2017-07-18 11:14:00,D,已出货未退款,已提现
21138,DD2017081519034696CE90749647F,3.0,3.0,统一绿茶,2017-07-18 12:23:00,D,已出货未退款,已提现
21166,DD2017081312051535C6AE0718337,6.0,6.0,红牛,2017-07-19 09:44:00,D,已出货未退款,已提现
21174,DD201708167493448163331462315,11.8,11.8,37.5g费列罗榛果威化巧克力3颗,2017-07-19 15:04:00,D,已出货未退款,已提现
21176,DD201708167493448081144279759,2.5,2.5,145ml旺仔牛奶盒装,2017-07-19 15:14:00,D,已出货未退款,已提现
21189,DD201706291952551174402011C0E,2.0,2.0,怡宝纯净水,2017-07-20 09:05:00,D,已出货未退款,已提现
21191,DD201708167493447475472915196,2.5,2.5,250ml王老吉盒装,2017-07-20 11:14:00,D,已出货未退款,已提现
21205,DD201708167493447210192057333,5.0,5.0,85g统一老坛酸菜牛肉面,2017-07-20 18:02:00,D,已出货未退款,已提现
21206,DD20170816749344695588368111,6.0,6.0,250ml维他柠檬茶,2017-07-20 19:02:00,D,已出货未退款,已提现
21218,DD201708167493446815676773455,3.0,3.0,250ml维他奶低糖原味,2017-07-21 09:57:00,D,已出货未退款,已提现
21230,DD201707302312158840F4EAEEFF8,3.5,3.5,东鹏特饮,2017-07-22 12:10:00,D,已出货未退款,已提现
21234,DD20170822174746384FFD3E86FD0,3.5,3.5,王老吉（罐）,2017-07-22 15:00:00,D,已出货未退款,已提现
21263,DD2017073021164973114838BFDA2,2.5,2.5,伊利优酸乳,2017-07-23 16:08:00,D,已出货未退款,已提现
21326,DD201708167493718432272402986,2.5,2.5,250ml维他原味豆奶,2017-07-23 18:37:00,D,已出货未退款,已提现
21329,DD201708167493436467574244105,8.0,8.0,55g奥利奥原味芝士饼干,2017-07-23 18:55:00,D,已出货未退款,已提现
21342,DD2017073020095371EC60C1098E2,2.0,2.0,怡宝纯净水,2017-07-23 19:55:00,D,已出货未退款,已提现
21349,DD201706301609442237800E296A9,2.0,2.0,怡宝纯净水,2017-07-24 08:29:00,D,已出货未退款,已提现
21351,DD2017081220101541B7AEBF4494E,3.0,3.0,统一冰红茶,2017-07-24 08:33:00,D,已出货未退款,已提现
21355,DD2017073019561817AAF85856FEF,4.0,4.0,王老吉（500ml）,2017-07-24 09:00:00,D,已出货未退款,已提现
21363,DD20170730194417378894F5B3CA6,1.5,1.5,鸭翅,2017-07-24 10:23:00,D,已出货未退款,已提现
21366,DD201708167493382803082013947,3.0,3.0,150g健能酸奶原味,2017-07-24 11:11:00,D,已出货未退款,已提现
21373,DD2017081674930994901566445795,4.0,4.0,220g宝丰龙龟苓膏,2017-07-24 11:18:00,D,已出货未退款,已提现
