,订单号,应付金额,实际金额,商品,支付时间,地点,状态,提现
8082,DD2017081674930944466173733797,4.0,4.0,55g奥利奥原味芝士饼干,2017-05-11 20:47:00,B,已出货未退款,已提现
8089,DD201708141215198891CCC0AD0E6,3.5,3.5,可口可乐330ml,2017-05-11 22:02:00,B,已出货未退款,已提现
8096,DD2017081674930949732505795692,6.5,6.5,148g富甲一方紫薯仔,2017-05-11 22:12:00,B,已出货未退款,已提现
8102,DD2017081674930951566638009676,4.5,4.5,40g双汇玉米热狗肠,2017-05-11 23:38:00,B,已出货未退款,已提现
8104,DD201708167493968553019092854,3.0,3.0,伊利纯牛奶,2017-05-11 23:44:00,B,已出货未退款,已提现
8106,DD2017081674930951726831446834,1.8,1.8,32g卫龙亲嘴烧,2017-05-11 23:59:00,B,已出货未退款,已提现
8113,DD201708167493224646376988345,4.0,4.0,500ml统一阿萨姆奶茶,2017-05-12 00:37:00,B,已出货未退款,已提现
8114,DD20170814105105810F7E1DCB876,4.0,4.0,王老吉（罐）,2017-05-12 00:37:00,B,已出货未退款,已提现
8115,DD201708167493095410540740668,3.5,3.5,250ml燕塘甜牛奶,2017-05-12 01:50:00,B,已出货未退款,已提现
8118,DD201708167493095497377240844,4.5,4.5,52g旺旺仙贝,2017-05-12 08:18:00,B,已出货未退款,已提现
8120,DD2017081674930955318877292338,18.0,18.0,250ml燕塘红枣牛奶,2017-05-12 08:29:00,B,已出货未退款,已提现
8121,DD2017081674930955769054698882,6.5,6.5,250ml红牛,2017-05-12 08:40:00,B,已出货未退款,已提现
8127,DD2017081674930956418145223739,2.5,2.5,145ml旺仔牛奶盒装,2017-05-12 08:47:00,B,已出货未退款,已提现
8139,DD2017081674930957435702425399,6.0,6.0,86g合味道浓猪骨味,2017-05-12 10:56:00,B,已出货未退款,已提现
8146,DD201708167493775402930481269,1.5,1.5,12g劲仔小鱼麻辣味,2017-05-12 12:36:00,B,已出货未退款,已提现
8154,DD201708167493096287031550319,2.0,2.0,145ml旺仔牛奶盒装,2017-05-12 13:58:00,B,已出货未退款,已提现
8155,DD2017081674930963953486396376,3.5,3.5,600ml可口可乐,2017-05-12 14:04:00,B,已出货未退款,已提现
8156,DD2017081674930964368799920377,5.5,5.5,205g伊利安慕希原味,2017-05-12 14:48:00,B,已出货未退款,已提现
8157,DD2017081674930967176992272248,3.0,3.0,250ml维他柠檬茶,2017-05-12 14:49:00,B,已出货未退款,已提现
8158,DD201708167493775082787510638,6.0,6.0,330ml伊利畅意乳酸菌原味,2017-05-12 14:58:00,B,已出货未退款,已提现
8167,DD2017081674930970772379622396,5.5,5.5,205g伊利安慕希原味,2017-05-12 16:27:00,B,已出货未退款,已提现
8171,DD201708167493968786962290562,4.0,4.0,营养快线,2017-05-12 16:29:00,B,已出货未退款,已提现
8177,DD201708167493773989412842843,4.5,4.5,600ml脉动青柠,2017-05-12 16:45:00,B,已出货未退款,已提现
8211,DD2017081674930990106877256188,0.0,0.0,65g卫龙亲嘴豆皮,2017-05-13 01:47:00,B,已出货未退款,已提现
8222,DD2017081674930993523791886445,5.0,5.0,600ml脉动青柠,2017-05-13 07:53:00,B,已出货未退款,已提现
8224,DD201708167493099417886139602,2.5,2.5,30g无穷农场盐_鸡蛋,2017-05-13 07:56:00,B,已出货未退款,已提现
8226,DD2017081674930994323047776662,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017-05-13 07:59:00,B,已出货未退款,已提现
8230,DD2017081674930995060798766441,5.0,5.0,85g统一老坛酸菜牛肉面,2017-05-13 09:36:00,B,已出货未退款,已提现
8238,DD201707201228597312591BE8B53,3.5,3.5,东鹏特饮,2017-05-13 12:06:00,B,已出货未退款,已提现
8248,DD201708167493770025395126046,2.5,2.5,145ml旺仔牛奶盒装,2017-05-13 13:32:00,B,已出货未退款,已提现
8260,DD201708167493767249947809847,4.0,4.0,150g健能酸奶原味,2017-05-13 15:34:00,B,已出货未退款,已提现
8265,DD201708132116583270CEB49EACC,4.5,4.5,营养快线,2017-05-13 16:21:00,B,已出货未退款,已提现
8266,DD201708167493100297444684841,4.5,4.5,78g卫龙亲嘴语辣条,2017-05-13 16:22:00,B,已出货未退款,已提现
8267,DD201708167493100319625513361,2.0,2.0,85g新麦潮手撕面包（提子味）,2017-05-13 16:23:00,B,已出货未退款,已提现
8275,DD201708167493766208193101212,3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017-05-13 17:14:00,B,已出货未退款,已提现
8277,DD201708167493100599389679973,4.0,4.0,85g新麦潮北海道吐司,2017-05-13 18:04:00,B,已出货未退款,已提现
8284,DD201708167493765088979922061,5.0,5.0,48g好丽友薯愿香烤原味,2017-05-13 19:27:00,B,已出货未退款,已提现
8286,DD201708167493100653221792246,8.0,8.0,80g四洲粟一烧烧烤味,2017-05-13 19:52:00,B,已出货未退款,已提现
8296,DD201708167493101219926159239,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017-05-13 20:51:00,B,已出货未退款,已提现
8300,DD201708167493101284988634051,1.5,1.5,40g双汇玉米热狗肠,2017-05-13 21:44:00,B,已出货未退款,已提现
8301,DD20170816749310135931718317,2.5,2.5,250ml维他原味豆奶,2017-05-13 21:45:00,B,已出货未退款,已提现
8306,DD201708167493970333955342316,4.5,4.5,椰树牌椰汁,2017-05-13 22:49:00,B,已出货未退款,已提现
8307,DD20170816749310143868138367,3.0,3.0,可乐可乐,2017-05-13 22:50:00,B,已出货未退款,已提现
8316,DD201708167493101771148802092,4.0,4.0,145ml旺仔牛奶盒装,2017-05-14 00:34:00,B,已出货未退款,已提现
8320,DD201708167493101950317722341,1.0,1.0,45g双汇泡面拍挡,2017-05-14 01:21:00,B,已出货未退款,已提现
8322,DD20170816749310196466995718,3.5,3.5,70g乖媳妇野山泡椒凤爪,2017-05-14 02:56:00,B,已出货未退款,已提现
8328,DD201708167493102098260890386,2.0,2.0,85g新麦潮手撕面包（提子味）,2017-05-14 07:35:00,B,已出货未退款,已提现
8329,DD201708167493102103813162536,1.8,1.8,32g卫龙亲嘴烧,2017-05-14 07:36:00,B,已出货未退款,已提现
8337,DD201708167493102270950271918,6.5,6.5,91g徐福记凤梨酥,2017-05-14 11:57:00,B,已出货未退款,已提现
8344,DD201708167493102423563759867,7.5,7.5,30g无穷农场盐_鸡蛋,2017-05-14 13:31:00,B,已出货未退款,已提现
8349,DD20170816749310259182147466,12.5,12.5,100g*5瓶益力多,2017-05-14 14:32:00,B,已出货未退款,已提现
8355,DD201708167493102837183724967,3.5,3.5,85g新麦潮手撕面包（提子味）,2017-05-14 15:08:00,B,已出货未退款,已提现
8357,DD201708167493102855820761773,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017-05-14 15:32:00,B,已出货未退款,已提现
8362,DD201708167493102951140729013,3.0,3.0,40g双汇玉米热狗肠,2017-05-14 16:15:00,B,已出货未退款,已提现
8364,DD201708167493102964813463853,3.6,3.6,20g咪咪虾条马来西亚风味,2017-05-14 16:38:00,B,已出货未退款,已提现
8365,DD201708167493970581731036142,3.0,3.0,可口可乐（500ml）,2017-05-14 16:39:00,B,已出货未退款,已提现
8369,DD20170816749397064607018263,2.0,2.0,鸭翅,2017-05-14 16:41:00,B,已出货未退款,已提现
8371,DD20170816749310299853657977,5.5,5.5,330ml伊利畅意乳酸菌原味,2017-05-14 17:21:00,B,已出货未退款,已提现
8376,DD201708167493103127704712557,2.0,2.0,85g新麦潮手撕面包（提子味）,2017-05-14 18:06:00,B,已出货未退款,已提现
8380,DD201708167493103212606909139,3.0,3.0,85g新麦潮北海道吐司,2017-05-14 18:23:00,B,已出货未退款,已提现
8391,DD201708167493103648237924634,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017-05-14 22:53:00,B,已出货未退款,已提现
8396,DD201708167493970740649041995,3.0,3.0,卫龙大面筋,2017-05-15 02:20:00,B,已出货未退款,已提现
8402,DD201708167493970928005360341,4.0,4.0,阿萨姆煎茶奶绿,2017-05-15 07:41:00,B,已出货未退款,已提现
8408,DD201708167493104385430961191,6.0,6.0,86g合味道海鲜风味,2017-05-15 08:42:00,B,已出货未退款,已提现
8412,DD201708167493763492906179106,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017-05-15 11:24:00,B,已出货未退款,已提现
8414,DD201708167493763403478904836,1.5,1.5,40g双汇玉米热狗肠,2017-05-15 11:28:00,B,已出货未退款,已提现
8427,DD201708167493104898430240447,4.5,4.5,50g上好佳日式鱼果,2017-05-15 12:25:00,B,已出货未退款,已提现
8429,DD201708167493762775307346416,12.0,12.0,86g合味道浓猪骨味,2017-05-15 13:15:00,B,已出货未退款,已提现
8433,DD201708167493105086904124928,4.5,4.5,燕塘甜牛奶,2017-05-15 14:48:00,B,已出货未退款,已提现
8439,DD201708167493105586476770951,4.5,4.5,480ml小茗同学冷泡青柠红茶,2017-05-15 15:34:00,B,已出货未退款,已提现
8445,DD201708167493761792469751998,2.0,2.0,145ml旺仔牛奶盒装,2017-05-15 16:36:00,B,已出货未退款,已提现
8457,DD201708167493971097148150791,2.5,2.5,雪碧330ml,2017-05-15 18:29:00,B,已出货未退款,已提现
8467,DD201707201526561972AF854EEF7,3.5,3.5,东鹏特饮,2017-05-15 20:42:00,B,已出货未退款,已提现
8468,DD201708167493106575479152796,2.0,2.0,85g新麦潮手撕面包（提子味）,2017-05-15 20:44:00,B,已出货未退款,已提现
8472,DD201708167493106968122609056,6.0,6.0,330ml伊利畅意乳酸菌原味,2017-05-15 22:11:00,B,已出货未退款,已提现
8477,DD201708167493107202672365544,2.5,2.5,30g元朗小蛋卷,2017-05-15 23:22:00,B,已出货未退款,已提现
8479,DD2017072015332719B1E3CF9BD1B,3.5,3.5,东鹏特饮,2017-05-15 23:34:00,B,已出货未退款,已提现
8486,DD201708167493107819434401105,4.0,4.0,55g奥利奥原味芝士饼干,2017-05-16 01:59:00,B,已出货未退款,已提现
8489,DD201708167493108057289300685,4.0,4.0,55g奥利奥原味芝士饼干,2017-05-16 02:07:00,B,已出货未退款,已提现
8498,DD201708167493761061152443238,10.0,10.0,85g统一老坛酸菜牛肉面,2017-05-16 09:16:00,B,已出货未退款,已提现
8499,DD201708167493108529226903916,2.5,2.5,30g无穷农场盐_鸡蛋,2017-05-16 09:59:00,B,已出货未退款,已提现
8500,DD201708167493108550872496461,3.5,3.5,250ml燕塘红枣牛奶,2017-05-16 10:09:00,B,已出货未退款,已提现
8505,DD201708167493109000333782344,5.8,5.8,100g卫龙点心面黑椒牛排味,2017-05-16 12:12:00,B,已出货未退款,已提现
8506,DD201708167493109133550276498,3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017-05-16 12:13:00,B,已出货未退款,已提现
8519,DD201707201554351621074C0019D,4.0,4.0,脉动,2017-05-16 15:09:00,B,已出货未退款,已提现
8522,DD2017052913552593394A6B067FF,4.5,4.5,阿萨姆奶茶,2017-05-16 15:45:00,B,已出货未退款,已提现
8525,DD201708167493760152765246154,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017-05-16 15:52:00,B,已出货未退款,已提现
8526,DD201708167493760073148216681,2.5,2.5,无穷农场盐_鸡蛋,2017-05-16 15:55:00,B,已出货未退款,已提现
8528,DD201708167493759612690497499,3.5,3.5,丽芝士纳宝帝奶酪威化饼干,2017-05-16 16:00:00,B,已出货未退款,已提现
8529,DD20170529132538338316EE9E8B3,3.5,3.5,冰糖雪梨,2017-05-16 16:02:00,B,已出货未退款,已提现
8542,DD201708167493758759388870555,0.0,0.0,85g新麦潮北海道吐司,2017-05-16 21:59:00,B,已出货未退款,已提现
8550,DD201708167493109659962241964,1.8,1.8,32g卫龙亲嘴烧,2017-05-16 23:13:00,B,已出货未退款,已提现
8571,DD201708167493110538324140966,3.5,3.5,85g新麦潮手撕面包（提子味）,2017-05-17 09:39:00,B,已出货未退款,已提现
8572,DD201708167493110548786012303,6.0,6.0,12g劲仔小鱼麻辣味,2017-05-17 09:40:00,B,已出货未退款,已提现
8576,DD201708167493111094172335222,5.0,5.0,480ml小茗同学冷泡青柠红茶,2017-05-17 10:27:00,B,已出货未退款,已提现
8580,DD201708167493756750990767729,2.5,2.5,30g无穷农场盐_鸡蛋,2017-05-17 10:32:00,B,已出货未退款,已提现
8581,DD201708131643033381ABD231387,4.0,4.0,统一冰红茶,2017-05-17 11:25:00,B,已出货未退款,已提现
8590,DD2017081315354530836C8C34AF6,4.0,4.0,王老吉（罐）,2017-05-17 12:19:00,B,已出货未退款,已提现
8592,DD201708167493418373486536303,4.0,4.0,500ml统一阿萨姆奶茶,2017-05-17 12:20:00,B,已出货未退款,已提现
8593,DD2017081315303434E50234E1FCF,4.0,4.0,王老吉（罐）,2017-05-17 12:20:00,B,已出货未退款,已提现
8595,DD201708167493111736166385713,1.5,1.5,12g劲仔小鱼麻辣味,2017-05-17 12:22:00,B,已出货未退款,已提现
8598,DD201708167493111771221884801,6.5,6.5,148g富甲一方紫薯仔,2017-05-17 12:35:00,B,已出货未退款,已提现
8600,DD201708167493755720962682837,1.5,1.5,45g双汇泡面拍挡,2017-05-17 13:36:00,B,已出货未退款,已提现
8602,DD201708167493111994985021206,1.5,1.5,12g劲仔小鱼麻辣味,2017-05-17 14:03:00,B,已出货未退款,已提现
8606,DD201708167493754970514449933,4.5,4.5,250ml燕塘红枣牛奶,2017-05-17 14:15:00,B,已出货未退款,已提现
8609,DD201708167493754599564678889,4.5,4.5,480ml小茗同学冷泡青柠红茶,2017-05-17 15:02:00,B,已出货未退款,已提现
8616,DD201708167493112339676776003,2.0,2.0,85g新麦潮北海道吐司,2017-05-17 16:46:00,B,已出货未退款,已提现
8622,DD201708167493112429172328897,4.5,4.5,250ml燕塘原味酸奶,2017-05-17 18:28:00,B,已出货未退款,已提现
8626,DD201705290820044333658F8493D,3.0,3.0,伊利纯牛奶,2017-05-17 20:17:00,B,已出货未退款,已提现
8632,DD201708167493112816405226638,7.0,7.0,600ml可口可乐,2017-05-17 20:45:00,B,已出货未退款,已提现
8637,DD201708167493113062540660472,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017-05-17 20:51:00,B,已出货未退款,已提现
8638,DD201708167493113098755604679,2.5,2.5,无穷农场盐_鸡蛋,2017-05-17 20:55:00,B,已出货未退款,已提现
8643,DD201708167493113274772040048,13.0,13.0,430g泰奇八宝粥,2017-05-17 21:38:00,B,已出货未退款,已提现
8652,DD2017081307240229EB832F9D93D,3.5,3.5,雪碧330ml,2017-05-18 00:48:00,B,已出货未退款,已提现
8657,DD201708167493972799349457145,1.5,1.5,香脆肠,2017-05-18 05:10:00,B,已出货未退款,已提现
8665,DD201708167493114112320413286,4.5,4.5,250ml燕塘甜牛奶,2017-05-18 07:53:00,B,已出货未退款,已提现
8669,DD201708167493114305317354922,5.0,5.0,85g统一老坛酸菜牛肉面,2017-05-18 08:29:00,B,已出货未退款,已提现
8670,DD20170816749375062470484019,5.0,5.0,85g统一老坛酸菜牛肉面,2017-05-18 08:45:00,B,已出货未退款,已提现
8673,DD20170816749375040793084855,0.8,0.8,20g咪咪虾条马来西亚风味,2017-05-18 09:24:00,B,已出货未退款,已提现
8674,DD201708167493114380609425914,0.0,0.0,110g顺宝九制话梅,2017-05-18 09:53:00,B,已出货未退款,已提现
8676,DD201708167493114497586383743,3.0,3.0,250ml维他柠檬茶,2017-05-18 10:07:00,B,已出货未退款,已提现
8681,DD201708167493748728669943616,4.0,4.0,55g奥利奥原味芝士饼干,2017-05-18 11:55:00,B,已出货未退款,已提现
8682,DD201708167493748700183452925,1.5,1.5,40g双汇玉米热狗肠,2017-05-18 11:56:00,B,已出货未退款,已提现
8701,DD201708167493114867001667288,3.5,3.5,250ml燕塘红枣牛奶,2017-05-18 14:34:00,B,已出货未退款,已提现
8702,DD201708167493746459441231895,5.5,5.5,乐事薯片（黄瓜味）,2017-05-18 14:54:00,B,已出货未退款,已提现
8705,DD201708167493746281836953702,5.0,5.0,48g好丽友薯愿香烤原味,2017-05-18 15:39:00,B,已出货未退款,已提现
8709,DD201708167493746072492241373,6.5,6.5,250ml红牛,2017-05-18 16:40:00,B,已出货未退款,已提现
8710,DD201708167493746036353345353,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-05-18 17:17:00,B,已出货未退款,已提现
8717,DD201705290130139222A48982D6A,2.0,2.0,怡宝纯净水,2017-05-18 17:27:00,B,已出货未退款,已提现
8727,DD201708167493744905527671787,2.4,2.4,20g马来西亚风味咪咪蟹味粒0219,2017-05-18 18:23:00,B,已出货未退款,已提现
8730,DD201708167493744688409117353,1.2,1.2,20g咪咪虾条马来西亚风味,2017-05-18 19:15:00,B,已出货未退款,已提现
8731,DD201708167493744561615609888,7.0,7.0,80g马赛克香蕉片,2017-05-18 19:18:00,B,已出货未退款,已提现
8741,DD201708167493743921901499274,7.0,7.0,340ml蒙牛优益C乳酸菌,2017-05-18 21:05:00,B,已出货未退款,已提现
8749,DD201708167493115420189869071,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-05-18 23:02:00,B,已出货未退款,已提现
8751,DD201708167493743677717140784,6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017-05-18 23:24:00,B,已出货未退款,已提现
8752,DD201708167493743420580165193,9.0,9.0,180ml雀巢咖啡罐装,2017-05-18 23:25:00,B,已出货未退款,已提现
8756,DD201708167493115582378062033,5.0,5.0,85g统一老坛酸菜牛肉面,2017-05-19 01:42:00,B,已出货未退款,已提现
8768,DD2017072017504618D0915BB7EAF,3.5,3.5,王老吉（罐）,2017-05-19 07:46:00,B,已出货未退款,已提现
8769,DD201708167493115892564530709,1.5,1.5,40g双汇玉米热狗肠,2017-05-19 07:51:00,B,已出货未退款,已提现
8770,DD2017072017541669960E6465742,10.0,10.0,口味王槟榔（绿）,2017-05-19 07:55:00,B,已出货未退款,已提现
8779,DD201707201756578913B822F4551,2.0,2.0,怡宝纯净水,2017-05-19 09:43:00,B,已出货未退款,已提现
8780,DD201708167493116172736078578,7.0,7.0,160g盼盼手撕面包,2017-05-19 09:56:00,B,已出货未退款,已提现
8783,DD201708167493742822692209689,4.5,4.5,40g呀土豆番茄酱味,2017-05-19 10:34:00,B,已出货未退款,已提现
8784,DD201708167493742517618832246,1.8,1.8,咪咪虾条马来西亚风味,2017-05-19 10:40:00,B,已出货未退款,已提现
8789,DD2017072017584196B51CA84BE37,3.0,3.0,卫龙大面筋,2017-05-19 12:08:00,B,已出货未退款,已提现
8793,DD201708167493339616963589972,3.5,3.5,500ml加多宝,2017-05-19 12:14:00,B,已出货未退款,已提现
8794,DD201708167493973987537715984,3.0,3.0,印尼芝士威化饼干,2017-05-19 12:14:00,B,已出货未退款,已提现
8796,DD201708167493365315406668977,11.0,11.0,85g统一老坛酸菜牛肉面,2017-05-19 12:15:00,B,已出货未退款,已提现
8797,DD201707201801241826396224B6C,4.0,4.0,营养快线,2017-05-19 12:15:00,B,已出货未退款,已提现
8806,DD201708167493116748701295113,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-05-19 13:26:00,B,已出货未退款,已提现
8815,DD201708167493740879929765277,3.0,3.0,600ml可口可乐,2017-05-19 14:00:00,B,已出货未退款,已提现
8820,DD201708167493739634100501171,4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017-05-19 15:09:00,B,已出货未退款,已提现
8825,DD201708167493117172185531774,4.5,4.5,68g好丽友蛋黄派2枚,2017-05-19 15:23:00,B,已出货未退款,已提现
8828,DD2017081216270245125B91EDA7B,3.5,3.5,伊利纯牛奶,2017-05-19 15:27:00,B,已出货未退款,已提现
8830,DD201708167493117454246336987,2.5,2.5,30g无穷农场盐_鸡蛋,2017-05-19 15:37:00,B,已出货未退款,已提现
8839,DD201708167493974274015074575,15.0,15.0,口味王槟榔（红）,2017-05-19 16:33:00,B,已出货未退款,已提现
8842,DD201708167493365498794836116,1.5,1.5,40g双汇玉米热狗肠,2017-05-19 16:43:00,B,已出货未退款,已提现
8843,DD2017081214425243401E9237DBB,3.5,3.5,雪碧330ml,2017-05-19 16:43:00,B,已出货未退款,已提现
8845,DD2017081214353734CCB9B19F81F,4.0,4.0,果粒橙,2017-05-19 16:49:00,B,已出货未退款,已提现
8854,DD2017081214301327C911E38478C,5.0,5.0,王老吉（500ml）,2017-05-19 17:01:00,B,已出货未退款,已提现
8857,DD201708167493118284329633222,0.8,0.8,20g咪咪虾条马来西亚风味,2017-05-19 17:27:00,B,已出货未退款,已提现
8863,DD201708167493118417079858382,6.5,6.5,430g泰奇八宝粥,2017-05-19 17:37:00,B,已出货未退款,已提现
8864,DD201708167493974379885155863,6.0,6.0,红牛,2017-05-19 17:39:00,B,已出货未退款,已提现
8878,DD201708167493118672755393353,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-05-19 17:56:00,B,已出货未退款,已提现
8882,DD201708167493974598042255345,3.5,3.5,东鹏特饮,2017-05-19 18:25:00,B,已出货未退款,已提现
8887,DD2017081214203460F63F78A7F94,4.0,4.0,统一冰红茶,2017-05-19 18:38:00,B,已出货未退款,已提现
8896,DD201708167493118856242681312,12.5,12.5,100g*5瓶益力多,2017-05-19 19:19:00,B,已出货未退款,已提现
8898,DD2017081213425335BD49E389C51,4.0,4.0,果粒橙,2017-05-19 19:28:00,B,已出货未退款,已提现
8914,DD201708167493732343214764973,2.5,2.5,250ml维他奶巧克力味,2017-05-19 19:58:00,B,已出货未退款,已提现
8918,DD201708167493119429527318857,1.5,1.5,40g双汇玉米热狗肠,2017-05-19 20:29:00,B,已出货未退款,已提现
8920,DD201708167493732247566021265,6.0,6.0,58g丽芝士纳宝帝奶酪威化饼干,2017-05-19 20:46:00,B,已出货未退款,已提现
8922,DD201708167493732177553596285,4.0,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017-05-19 20:50:00,B,已出货未退款,已提现
8923,DD201708167493730921826210398,2.0,2.0,145ml旺仔牛奶盒装,2017-05-19 20:52:00,B,已出货未退款,已提现
8940,DD201708167493119933693767097,10.0,10.0,110g顺宝九制话梅,2017-05-19 21:48:00,B,已出货未退款,已提现
8941,DD201708167493729311092012446,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-05-19 22:00:00,B,已出货未退款,已提现
8945,DD201708167493120152640007651,6.0,6.0,330ml伊利畅意乳酸菌原味,2017-05-19 22:09:00,B,已出货未退款,已提现
8950,DD201708167493120382315268781,11.0,11.0,500ML宝矿力,2017-05-19 22:13:00,B,已出货未退款,已提现
8957,DD201708167493120683957277326,4.5,4.5,40g呀土豆番茄酱味,2017-05-19 22:37:00,B,已出货未退款,已提现
8959,DD201708167493120761958245168,1.5,1.5,45g双汇泡面拍挡,2017-05-19 22:48:00,B,已出货未退款,已提现
8971,DD20170816749312141339871392,1.5,1.5,40g双汇玉米热狗肠,2017-05-20 00:10:00,B,已出货未退款,已提现
8982,DD201708167493122080598770545,5.0,5.0,110g顺宝九制话梅,2017-05-20 02:36:00,B,已出货未退款,已提现
8984,DD2017081210510286A7B49B10CC7,3.0,3.0,怡宝纯净水,2017-05-20 02:50:00,B,已出货未退款,已提现
8989,DD201708167493975329715493043,4.0,4.0,阿萨姆奶茶,2017-05-20 08:23:00,B,已出货未退款,已提现
8994,DD20170816749372868423164152,2.0,2.0,双汇玉米热狗肠,2017-05-20 10:22:00,B,已出货未退款,已提现
8996,DD201708121003351682B773B9703,3.0,3.0,怡宝纯净水,2017-05-20 10:26:00,B,已出货未退款,已提现
8998,DD201708167493727354701989104,5.5,5.5,205g伊利安慕希原味,2017-05-20 10:40:00,B,已出货未退款,已提现
9001,DD201708167493727080989734814,4.0,4.0,85g统一老坛酸菜牛肉面,2017-05-20 11:01:00,B,已出货未退款,已提现
9005,DD201708167493726810336948251,2.0,2.0,30g无穷农场盐_鸡蛋,2017-05-20 11:06:00,B,已出货未退款,已提现
9009,DD201708167493726696512156068,3.0,3.0,250ml维他柠檬茶,2017-05-20 11:41:00,B,已出货未退款,已提现
9014,DD201708167493122702085385253,4.5,4.5,68g好丽友巧克力派2枚,2017-05-20 11:57:00,B,已出货未退款,已提现
9019,DD201708167493726538845435303,0.0,0.0,50g上好佳田园薯片番茄味,2017-05-20 12:52:00,B,已出货未退款,已提现
9021,DD201708167493726473420668916,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017-05-20 13:13:00,B,已出货未退款,已提现
9023,DD2017081209591129FC14B0E8BBA,3.0,3.0,怡宝纯净水,2017-05-20 13:14:00,B,已出货未退款,已提现
9025,DD201708167493122999144718322,3.0,3.0,250ml维他柠檬茶,2017-05-20 13:16:00,B,已出货未退款,已提现
9032,DD201708167493726157155140729,6.5,6.5,91g徐福记凤梨酥,2017-05-20 13:46:00,B,已出货未退款,已提现
9040,DD201708167493725651965801908,5.0,5.0,13g无穷烤鸡小腿蜂蜜味,2017-05-20 14:21:00,B,已出货未退款,已提现
9043,DD201708167493725488103374966,3.5,3.5,250ml燕塘甜牛奶,2017-05-20 14:41:00,B,已出货未退款,已提现
9044,DD201708167493725479456653393,5.0,5.0,30g无穷农场盐_鸡蛋,2017-05-20 14:42:00,B,已出货未退款,已提现
9048,DD201708120953413131AB8FA81CA,3.0,3.0,怡宝纯净水,2017-05-20 14:47:00,B,已出货未退款,已提现
9060,DD201708167493724299719152879,1.6,1.6,20g咪咪虾条马来西亚风味,2017-05-20 15:22:00,B,已出货未退款,已提现
9061,DD201708167493724269110304538,6.5,6.5,91g徐福记凤梨酥,2017-05-20 15:47:00,B,已出货未退款,已提现
9068,DD201708167493123934427464662,1.6,1.6,2g韩国海牌海苔,2017-05-20 16:45:00,B,已出货未退款,已提现
9076,DD201708120841394692BD6319500,3.5,3.5,芬达330ml,2017-05-20 18:00:00,B,已出货未退款,已提现
9079,DD201708120833347055D43AA2B36,5.0,5.0,营养快线,2017-05-20 18:01:00,B,已出货未退款,已提现
9086,DD201708167493124245094924945,2.0,2.0,85g新麦潮手撕面包（提子味）,2017-05-20 18:54:00,B,已出货未退款,已提现
9091,DD201708167493722691168146258,4.5,4.5,250ml燕塘甜牛奶,2017-05-20 19:55:00,B,已出货未退款,已提现
9095,DD201708167493124292102058124,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017-05-20 20:36:00,B,已出货未退款,已提现
9100,DD201708167493722343551941959,3.5,3.5,40g上好佳日式鱼果,2017-05-20 21:38:00,B,已出货未退款,已提现
9106,DD201708120816347044C5E8B23E5,3.0,3.0,雪碧最新款,2017-05-20 22:21:00,B,已出货未退款,已提现
9110,DD201708167493124585740901956,3.0,3.0,250ml维他原味豆奶,2017-05-20 22:44:00,B,已出货未退款,已提现
9111,DD201708167493124660320513321,4.5,4.5,250ml燕塘原味酸奶,2017-05-20 22:46:00,B,已出货未退款,已提现
9112,DD20170816749336926326726748,6.0,6.0,250ml维他柠檬茶,2017-05-20 23:42:00,B,已出货未退款,已提现
9113,DD20170720200924673EE10C73459,3.5,3.5,东鹏特饮,2017-05-20 23:42:00,B,已出货未退款,已提现
9120,DD201708167493124913951687425,3.5,3.5,85g新麦潮手撕面包（提子味）,2017-05-20 23:59:00,B,已出货未退款,已提现
9122,DD2017081208153353AE3C73BC633,5.0,5.0,王老吉（500ml）,2017-05-21 00:21:00,B,已出货未退款,已提现
9125,DD20170720200937618669D33E2DF,2.5,2.5,伊利纯牛奶,2017-05-21 03:09:00,B,已出货未退款,已提现
9126,DD20170816749336941951589121,8.0,8.0,越南LIPO奶味面包干100g,2017-05-21 03:09:00,B,已出货未退款,已提现
9127,DD201708167493125063624071832,2.5,2.5,250ml维他奶巧克力味,2017-05-21 03:10:00,B,已出货未退款,已提现
9132,DD20170720201020750F04EA52BE6,3.0,3.0,卫龙大面筋,2017-05-21 03:36:00,B,已出货未退款,已提现
