,订单号,应付金额,实际金额,商品,支付时间,地点,状态,提现
13699,DD2017032114112910C40E9265B3D,4.0,4.0,银鹭八宝粥,2017-06-06 23:58:00,C,已出货未退款,已提现
13719,DD201708167493231566504015255,4.5,4.5,52g旺旺仙贝,2017-06-07 02:21:00,C,已出货未退款,已提现
13720,DD201708167493231637921359091,8.0,8.0,250ml燕塘甜牛奶,2017-06-07 02:31:00,C,已出货未退款,已提现
13731,DD201708167493231965982768848,3.0,3.0,250ml维他柠檬茶,2017-06-07 04:55:00,C,已出货未退款,已提现
13736,DD20170816749323228330073761,2.5,2.5,250ml维他奶巧克力味,2017-06-07 07:37:00,C,已出货未退款,已提现
13737,DD20170321143244576DCC0977620,4.0,4.0,王老吉（500ml）,2017-06-07 07:42:00,C,已出货未退款,已提现
13747,DD20170724160608746CB05003D59,1.5,1.5,鸭翅,2017-06-07 07:52:00,C,已出货未退款,已提现
13753,DD201707241606398382DAA0F0603,1.5,1.5,鸭翅,2017-06-07 07:57:00,C,已出货未退款,已提现
13760,DD201708167493232584391102899,14.0,14.0,合味道（海鲜风味）,2017-06-07 08:13:00,C,已出货未退款,已提现
13764,DD201708167493232661159955613,9.0,9.0,250ml燕塘红枣牛奶,2017-06-07 08:44:00,C,已出货未退款,已提现
13769,DD2017051113294473C353E0AACE4,4.5,4.5,椰树牌椰汁,2017-06-07 08:52:00,C,已出货未退款,已提现
13770,DD201708167493568813526513409,5.0,5.0,500ml统一阿萨姆奶茶,2017-06-07 08:58:00,C,已出货未退款,已提现
13773,DD201708167493542795695660995,2.5,2.5,13g雀巢咖啡1+2特浓,2017-06-07 09:00:00,C,已出货未退款,已提现
13775,DD201708167493542421766676158,5.0,5.0,500ml统一阿萨姆奶茶,2017-06-07 09:04:00,C,已出货未退款,已提现
13776,DD201708167493834539358227654,2.5,2.5,250ml维他原味豆奶,2017-06-07 09:06:00,C,已出货未退款,已提现
13777,DD2017080917173733D52D66DC37B,4.0,4.0,统一冰红茶,2017-06-07 09:06:00,C,已出货未退款,已提现
13778,DD201708167493232950631404297,24.0,24.0,150g健能酸奶原味,2017-06-07 09:23:00,C,已出货未退款,已提现
13783,DD20170809171635138364A01D2DD,3.0,3.0,怡宝纯净水,2017-06-07 09:41:00,C,已出货未退款,已提现
13785,DD201708167493232959151214154,4.5,4.5,52g旺旺仙贝,2017-06-07 09:46:00,C,已出货未退款,已提现
13786,DD201708167493233007930062795,2.8,2.8,旺仔牛奶,2017-06-07 09:48:00,C,已出货未退款,已提现
13793,DD201707241639536371A846A6623,2.0,2.0,怡宝纯净水,2017-06-07 10:43:00,C,已出货未退款,已提现
13799,DD201708167493233622457407511,1.5,1.5,40g双汇玉米热狗肠,2017-06-07 11:40:00,C,已出货未退款,已提现
13800,DD201708167493436992556414894,1.5,1.5,40g双汇玉米热狗肠,2017-06-07 11:50:00,C,已出货未退款,已提现
13801,DD2017072416412713C32E37B3142,4.0,4.0,营养快线,2017-06-07 11:50:00,C,已出货未退款,已提现
13802,DD201708167493568788934222063,2.0,2.0,双汇玉米热狗肠,2017-06-07 11:58:00,C,已出货未退款,已提现
13803,DD201708167493233696671364549,5.0,5.0,480ml小茗同学冷泡青柠红茶,2017-06-07 12:04:00,C,已出货未退款,已提现
13809,DD201707241645242019F01F13582,6.0,6.0,红牛,2017-06-07 12:08:00,C,已出货未退款,已提现
13817,DD2017080213141133631E0613550,3.0,3.0,怡宝纯净水,2017-06-07 12:15:00,C,已出货未退款,已提现
13820,DD201708167493233931307753486,4.5,4.5,78g卫龙亲语,2017-06-07 12:17:00,C,已出货未退款,已提现
13822,DD2017072416464896A7F6B5354E5,15.0,15.0,口味王槟榔（红）,2017-06-07 12:19:00,C,已出货未退款,已提现
13824,DD201708167493233964976181922,5.5,5.5,145g果王迷你山楂包装,2017-06-07 12:21:00,C,已出货未退款,已提现
13832,DD201708167493234172721831725,2.0,2.0,5片装益达绿箭口香糖,2017-06-07 12:44:00,C,已出货未退款,已提现
13835,DD201708167493234269191785651,5.5,5.5,103g康师傅红烧牛肉面,2017-06-07 12:58:00,C,已出货未退款,已提现
13840,DD201708021309067502C91E95328,3.5,3.5,芬达330ml,2017-06-07 13:01:00,C,已出货未退款,已提现
13842,DD201708167493459031483411389,2.5,2.5,30g无穷农场盐_鸡蛋,2017-06-07 13:05:00,C,已出货未退款,已提现
13843,DD2017080212495870C9B3C2753C6,3.0,3.0,怡宝纯净水,2017-06-07 13:05:00,C,已出货未退款,已提现
13846,DD201708167493234501346701936,3.0,3.0,250ml维他柠檬茶,2017-06-07 13:07:00,C,已出货未退款,已提现
13850,DD2017051112153590F22DB0B7136,2.0,2.0,怡宝纯净水,2017-06-07 13:25:00,C,已出货未退款,已提现
13851,DD201708167493234564487551752,5.0,5.0,250ml王老吉盒装,2017-06-07 13:26:00,C,已出货未退款,已提现
13854,DD20170724164931254BDD0DD8AC3,4.0,4.0,王老吉（500ml）,2017-06-07 13:28:00,C,已出货未退款,已提现
13860,DD20170511120853379005DA826BB,2.5,2.5,芬达330ml,2017-06-07 13:44:00,C,已出货未退款,已提现
13864,DD2017072417021056D4F0A7F5CD6,4.0,4.0,脉动,2017-06-07 13:59:00,C,已出货未退款,已提现
13878,DD2017072417273418EFA08593A82,1.0,1.0,小鱼仔,2017-06-07 14:58:00,C,已出货未退款,已提现
13881,DD2017032310484910EA6694C3CB9,2.0,2.0,伊利优酸乳,2017-06-07 14:59:00,C,已出货未退款,已提现
13886,DD20170724173016901BF677DCB58,1.5,1.5,鸭翅,2017-06-07 15:17:00,C,已出货未退款,已提现
13897,DD201708167493893298984149528,1.6,1.6,20g咪咪虾条马来西亚风味,2017-06-07 16:23:00,C,已出货未退款,已提现
13898,DD20170511120633475609EECB2C0,4.0,4.0,银鹭八宝粥,2017-06-07 16:23:00,C,已出货未退款,已提现
13901,DD201708167493893338618370906,1.6,1.6,20g马来西亚风味咪咪蟹味粒0219,2017-06-07 16:27:00,C,已出货未退款,已提现
13902,DD20170511111359261B6F8FFFAD9,4.0,4.0,东鹏特饮,2017-06-07 16:27:00,C,已出货未退款,已提现
13908,DD20170511095427651B6C1CFE221,4.0,4.0,王老吉（罐）,2017-06-07 16:39:00,C,已出货未退款,已提现
13909,DD201708167493235434539622242,90.0,90.0,260g马来西亚进口茱蒂丝口口香饼干,2017-06-07 16:43:00,C,已出货未退款,已提现
13913,DD201708167493235513646481411,3.0,3.0,250ml维他柠檬茶,2017-06-07 17:19:00,C,已出货未退款,已提现
13925,DD2017080212220162BE0A4F8CB0B,5.0,5.0,营养快线,2017-06-07 17:57:00,C,已出货未退款,已提现
13938,DD20170323160732112BECD724717,4.5,4.5,好吃点,2017-06-07 18:36:00,C,已出货未退款,已提现
13940,DD201708167493236354900008891,4.8,4.8,20g咪咪虾条马来西亚风味,2017-06-07 18:41:00,C,已出货未退款,已提现
13947,DD201705221603349663F00438FE0,3.5,3.5,东鹏特饮,2017-06-07 18:50:00,C,已出货未退款,已提现
13951,DD201708167493391903026979178,3.0,3.0,250ml维他奶巧克力味,2017-06-07 18:51:00,C,已出货未退款,已提现
13952,DD201708021221458507F393583DD,3.0,3.0,怡宝纯净水,2017-06-07 18:51:00,C,已出货未退款,已提现
13960,DD201708167493236790474551795,2.5,2.5,30g无穷农场盐_鸡蛋,2017-06-07 20:08:00,C,已出货未退款,已提现
13961,DD201708167493236868894079295,12.0,12.0,13g无穷烤鸡小腿蜂蜜味,2017-06-07 20:14:00,C,已出货未退款,已提现
13970,DD2017051103020714D06E2FA3F2B,4.0,4.0,东鹏特饮,2017-06-07 20:37:00,C,已出货未退款,已提现
13973,DD2017051103012247193E8FEA382,4.0,4.0,可口可乐（500ml）,2017-06-07 20:38:00,C,已出货未退款,已提现
13977,DD201708167493458877468870268,4.5,4.5,65g卫龙亲嘴豆皮,2017-06-07 21:04:00,C,已出货未退款,已提现
13978,DD20170511025843587AE0BCD6DD1,4.0,4.0,可口可乐（500ml）,2017-06-07 21:04:00,C,已出货未退款,已提现
13983,DD201708167493893370911154378,1.6,1.6,2g韩国海牌海苔,2017-06-07 21:11:00,C,已出货未退款,已提现
13984,DD20170809153249601ADC32A62DF,3.0,3.0,芬达330ml,2017-06-07 21:11:00,C,已出货未退款,已提现
13988,DD2017072418404520329D36FECA7,1.0,1.0,小鱼仔,2017-06-07 21:36:00,C,已出货未退款,已提现
13990,DD201708167493237302559120749,2.0,2.0,85g新麦潮北海道吐司,2017-06-07 21:37:00,C,已出货未退款,已提现
13991,DD201708167493237397524083358,5.0,5.0,110g顺宝九制话梅,2017-06-07 21:38:00,C,已出货未退款,已提现
13997,DD2017080915313079FECF4DC88A9,3.0,3.0,雪碧最新款,2017-06-07 21:57:00,C,已出货未退款,已提现
14002,DD2017080212210344362E13ED62F,5.0,5.0,营养快线,2017-06-07 22:08:00,C,已出货未退款,已提现
14007,DD201708167493567764066315909,1.5,1.5,劲仔小鱼（麻辣味）,2017-06-07 22:14:00,C,已出货未退款,已提现
14008,DD201708167493237424357165654,5.5,5.5,150g洽洽原香瓜子,2017-06-07 22:32:00,C,已出货未退款,已提现
14012,DD2017051101224343A817A62D7FD,2.5,2.5,伊利纯牛奶,2017-06-07 22:33:00,C,已出货未退款,已提现
14017,DD201708167493458667336085163,6.0,6.0,145ml旺仔牛奶盒装,2017-06-07 23:03:00,C,已出货未退款,已提现
14018,DD201708167493458672192899611,9.0,9.0,500ml加多宝,2017-06-07 23:03:00,C,已出货未退款,已提现
14019,DD20170809151328871D8CB4A15CF,3.0,3.0,怡宝纯净水,2017-06-07 23:03:00,C,已出货未退款,已提现
14030,DD20170510233308120CFD26CA144,2.0,2.0,怡宝纯净水,2017-06-07 23:10:00,C,已出货未退款,已提现
14036,DD20170724184351454B4F5733A93,1.0,1.0,小鱼仔,2017-06-07 23:40:00,C,已出货未退款,已提现
14040,DD201708167493237757556660351,4.5,4.5,250ml燕塘甜牛奶,2017-06-08 00:21:00,C,已出货未退款,已提现
14048,DD201708167493237961213456281,4.0,4.0,咪咪虾条马来西亚风味,2017-06-08 03:11:00,C,已出货未退款,已提现
14049,DD201708167493238009913644872,6.0,6.0,107g出前一丁桶面酱香牛肉王,2017-06-08 03:12:00,C,已出货未退款,已提现
14055,DD20170816749323812340474054,3.5,3.5,600ml可口可乐,2017-06-08 07:27:00,C,已出货未退款,已提现
14063,DD20170510233220459C9B6CC9552,4.0,4.0,营养快线,2017-06-08 07:55:00,C,已出货未退款,已提现
14068,DD20170816749389347585644995,1.6,1.6,20g咪咪虾条马来西亚风味,2017-06-08 08:15:00,C,已出货未退款,已提现
14069,DD201708021220326054C472E3F53,3.0,3.0,怡宝纯净水,2017-06-08 08:15:00,C,已出货未退款,已提现
14076,DD201705102312593962CF519380D,4.0,4.0,东鹏特饮,2017-06-08 08:36:00,C,已出货未退款,已提现
14078,DD201708167493238848510982542,3.5,3.5,34g公仔迷你杯牛肉味,2017-06-08 08:50:00,C,已出货未退款,已提现
14094,DD201705192235254626AC98F60B1,3.0,3.0,统一冰红茶,2017-06-08 09:24:00,C,已出货未退款,已提现
14101,DD20170809144732172AD974CA896,4.5,4.5,脉动,2017-06-08 09:31:00,C,已出货未退款,已提现
14106,DD2017081674933922088682604,3.0,3.0,250ml维他原味豆奶,2017-06-08 09:52:00,C,已出货未退款,已提现
14107,DD2017080212192199097EBFDFEC1,5.0,5.0,营养快线,2017-06-08 09:52:00,C,已出货未退款,已提现
14115,DD201708167493239394266693018,4.5,4.5,40g乐事薯片墨西哥鸡汁番茄味,2017-06-08 11:33:00,C,已出货未退款,已提现
14118,DD2017032610143467773930F4E10,4.0,4.0,脉动,2017-06-08 11:55:00,C,已出货未退款,已提现
14137,DD201708091349182834DDA55DB5D,3.5,3.5,可口可乐330ml,2017-06-08 13:23:00,C,已出货未退款,已提现
14141,DD201708167493239682490492459,3.0,3.0,250ml维他原味豆奶,2017-06-08 13:24:00,C,已出货未退款,已提现
14149,DD2017050908370415CF0DD185620,4.0,4.0,王老吉（罐）,2017-06-08 13:33:00,C,已出货未退款,已提现
14151,DD20170326165630173FC33360A75,2.0,2.0,伊利优酸乳,2017-06-08 13:39:00,C,已出货未退款,已提现
14159,DD201708167493239871056812078,6.0,6.0,86g合味道海鲜风味,2017-06-08 14:10:00,C,已出货未退款,已提现
14161,DD201708167493240084411984332,5.5,5.5,85g统一老坛酸菜牛肉面,2017-06-08 14:38:00,C,已出货未退款,已提现
14167,DD2017081674932401947557993,3.0,3.0,250ml维他柠檬茶,2017-06-08 15:21:00,C,已出货未退款,已提现
14174,DD201705192235157769D1B14A558,4.0,4.0,银鹭八宝粥,2017-06-08 15:54:00,C,已出货未退款,已提现
14176,DD201708167493508070917502854,5.0,5.0,500ml统一阿萨姆奶茶,2017-06-08 15:57:00,C,已出货未退款,已提现
14182,DD2017051922145415C9011B84C9A,3.5,3.5,统一冰红茶,2017-06-08 16:06:00,C,已出货未退款,已提现
14192,DD201708167493649610474025053,10.0,10.0,37.5g费列罗榛果威化巧克力3颗,2017-06-08 16:24:00,C,已出货未退款,已提现
14204,DD201708167493567628836816967,3.0,3.0,12g劲仔小鱼麻辣味,2017-06-08 16:45:00,C,已出货未退款,已提现
14206,DD201705192212266333193788464,2.5,2.5,美年达（罐）,2017-06-08 16:51:00,C,已出货未退款,已提现
14212,DD201708167493649426065186214,4.8,4.8,诗竹竹纤维面巾纸,2017-06-08 17:22:00,C,已出货未退款,已提现
14219,DD20170327014429549279EFDB060,2.0,2.0,怡宝纯净水,2017-06-08 18:01:00,C,已出货未退款,已提现
14221,DD2017032709243131663C57E10CB,4.0,4.0,银鹭八宝粥,2017-06-08 18:05:00,C,已出货未退款,已提现
14223,DD20170816749324068811223211,5.6,5.6,250ml维他原味豆奶,2017-06-08 18:08:00,C,已出货未退款,已提现
14224,DD2017032711564057D00E57FBB61,4.0,4.0,王老吉（500ml）,2017-06-08 18:12:00,C,已出货未退款,已提现
14230,DD2017050815313954D52B5327AD4,4.5,4.5,椰树牌椰汁,2017-06-08 18:18:00,C,已出货未退款,已提现
14234,DD2017032714173942065078378F4,2.5,2.5,雪碧330ml,2017-06-08 18:33:00,C,已出货未退款,已提现
14235,DD201708167493240756473844176,6.0,6.0,小茗同学冷泡茶（乳酸菌味）,2017-06-08 18:35:00,C,已出货未退款,已提现
14238,DD201708167493566969879929462,4.5,4.5,480ml小茗同学冷泡青柠红茶,2017-06-08 18:55:00,C,已出货未退款,已提现
14246,DD201708167493240928228753021,4.5,4.5,250ml燕塘甜牛奶,2017-06-08 19:07:00,C,已出货未退款,已提现
14253,DD2017051922035814E41B5BE6230,3.0,3.0,统一冰红茶,2017-06-08 19:27:00,C,已出货未退款,已提现
14256,DD201703271716351061B75770921,3.5,3.5,东鹏特饮,2017-06-08 19:34:00,C,已出货未退款,已提现
14258,DD201708167493649267511033944,6.5,6.5,250ml红牛,2017-06-08 19:40:00,C,已出货未退款,已提现
14260,DD201708167493241047891054937,1.8,1.8,32g卫龙亲嘴烧,2017-06-08 19:58:00,C,已出货未退款,已提现
14263,DD201708167493241058171126357,5.5,5.5,130g果王玉带蚕豆,2017-06-08 20:00:00,C,已出货未退款,已提现
14264,DD201708167493241116542433726,3.6,3.6,32g卫龙亲嘴烧红烧牛肉味,2017-06-08 20:03:00,C,已出货未退款,已提现
14267,DD20170724200437126F464459D3B,3.0,3.0,雪碧最新款,2017-06-08 20:09:00,C,已出货未退款,已提现
14269,DD201708167493241256150094413,4.5,4.5,80g香飘飘椰果奶茶原味,2017-06-08 20:11:00,C,已出货未退款,已提现
14270,DD201708167493241471890435717,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-06-08 20:14:00,C,已出货未退款,已提现
14272,DD201708167493241497581171603,6.0,6.0,250ml维他原味豆奶,2017-06-08 20:31:00,C,已出货未退款,已提现
14282,DD201708167493241585512923125,59.4,59.4,180g统一满汉全席台式半筋半肉牛肉面,2017-06-08 20:53:00,C,已出货未退款,已提现
14295,DD201708167493242053363060915,5.0,5.0,500ml统一阿萨姆奶茶,2017-06-08 22:35:00,C,已出货未退款,已提现
14298,DD2017032719143832DC5CB7B34D6,4.0,4.0,银鹭八宝粥,2017-06-08 22:59:00,C,已出货未退款,已提现
14301,DD20170724203154944D72FB155DB,3.0,3.0,卫龙大面筋,2017-06-08 23:07:00,C,已出货未退款,已提现
14312,DD201708167493242666642529132,3.0,3.0,250ml维他柠檬茶,2017-06-08 23:37:00,C,已出货未退款,已提现
14315,DD201708167493507692143117284,6.0,6.0,86g合味道海鲜风味,2017-06-09 00:04:00,C,已出货未退款,已提现
14324,DD201708167493243337596899614,21.0,21.0,合味道（海鲜风味）,2017-06-09 03:39:00,C,已出货未退款,已提现
14325,DD201708167493243344103691704,1.6,1.6,20g咪咪虾条马来西亚风味,2017-06-09 04:24:00,C,已出货未退款,已提现
14335,DD20170816749324370959723457,4.5,4.5,48g好丽友薯愿香烤原味,2017-06-09 07:35:00,C,已出货未退款,已提现
14336,DD2017072420335889C9FD717F242,3.0,3.0,统一冰红茶,2017-06-09 07:40:00,C,已出货未退款,已提现
14345,DD201708167493244044112289336,11.2,11.2,旺仔牛奶,2017-06-09 08:05:00,C,已出货未退款,已提现
14353,DD2017072420381082A8B9C264D54,3.0,3.0,卫龙大面筋,2017-06-09 08:58:00,C,已出货未退款,已提现
14355,DD201708167493244351124343802,4.5,4.5,燕塘原味酸奶,2017-06-09 09:00:00,C,已出货未退款,已提现
14361,DD2017072420394492CCF6DD23BAF,3.5,3.5,东鹏特饮,2017-06-09 10:05:00,C,已出货未退款,已提现
14363,DD201708167493244555465495537,3.0,3.0,250ml维他柠檬茶,2017-06-09 10:07:00,C,已出货未退款,已提现
14374,DD201708167493245280543957499,2.5,2.5,30g无穷农场盐_鸡蛋,2017-06-09 11:54:00,C,已出货未退款,已提现
14375,DD201708167493245431872171035,9.0,9.0,52g旺旺仙贝,2017-06-09 11:57:00,C,已出货未退款,已提现
14380,DD201708167493245634539348726,6.5,6.5,148g富甲一方紫薯仔,2017-06-09 12:22:00,C,已出货未退款,已提现
14382,DD201707242043511862508155CA3,3.0,3.0,可口可乐330ml,2017-06-09 12:28:00,C,已出货未退款,已提现
14387,DD201708167493245801551668282,6.0,6.0,86g合味道海鲜风味,2017-06-09 13:26:00,C,已出货未退款,已提现
14388,DD20170724204703233B5B22D81FC,3.0,3.0,熊字饼,2017-06-09 13:27:00,C,已出货未退款,已提现
14390,DD2017032914073616DF82E047CB4,6.0,6.0,红牛,2017-06-09 13:28:00,C,已出货未退款,已提现
14394,DD2017080212151962DEDA45B6A84,3.0,3.0,怡宝纯净水,2017-06-09 13:29:00,C,已出货未退款,已提现
14404,DD201708167493392849671505519,25.0,25.0,100g*5瓶益力多,2017-06-09 14:08:00,C,已出货未退款,已提现
14405,DD20170724204828474FAA35FB14C,3.0,3.0,芬达330ml,2017-06-09 14:08:00,C,已出货未退款,已提现
14406,DD201708167493246255784958835,2.5,2.5,30g元朗小蛋卷,2017-06-09 14:09:00,C,已出货未退款,已提现
14407,DD201708167493246259494293338,4.0,4.0,新麦潮北海道吐司,2017-06-09 14:10:00,C,已出货未退款,已提现
14412,DD201708167493246325704125519,5.5,5.5,85g统一老坛酸菜牛肉面,2017-06-09 14:17:00,C,已出货未退款,已提现
14414,DD20170329211404925CCEC9FAFE2,3.0,3.0,伊利纯牛奶,2017-06-09 14:20:00,C,已出货未退款,已提现
14426,DD20170510221552547926243C26F,4.0,4.0,王老吉（罐）,2017-06-09 15:05:00,C,已出货未退款,已提现
14432,DD201708167493598382853579393,4.0,4.0,55g奥利奥原味夹心饼干,2017-06-09 15:20:00,C,已出货未退款,已提现
14438,DD201708167493598312256235141,9.0,9.0,80g香飘飘椰果奶茶原味,2017-06-09 15:41:00,C,已出货未退款,已提现
14439,DD201708167493542246990466499,3.5,3.5,维他柠檬茶,2017-06-09 15:42:00,C,已出货未退款,已提现
14442,DD201708167493598282926191573,6.0,6.0,250ml维他柠檬茶,2017-06-09 15:56:00,C,已出货未退款,已提现
14445,DD20170330084637907A7C2DBABB7,3.0,3.0,茉莉蜜茶,2017-06-09 16:02:00,C,已出货未退款,已提现
14462,DD201708167493246872965991754,6.0,6.0,旺仔牛奶145ml,2017-06-09 16:44:00,C,已出货未退款,已提现
14481,DD201708167493246942725596614,3.5,3.5,600ml雪碧,2017-06-09 17:39:00,C,已出货未退款,已提现
14485,DD201708167493247200350135635,4.5,4.5,250ml燕塘原味酸奶,2017-06-09 17:50:00,C,已出货未退款,已提现
14490,DD201708167493247354571576139,1.6,1.6,2g韩国海牌海苔,2017-06-09 18:13:00,C,已出货未退款,已提现
14493,DD201708167493247567067262382,16.5,16.5,103g康师傅红烧牛肉面,2017-06-09 18:53:00,C,已出货未退款,已提现
14504,DD201708167493247916278399272,1.5,1.5,12g劲仔小鱼卤香味,2017-06-09 19:24:00,C,已出货未退款,已提现
14505,DD2017033015174674DB327D03B83,4.0,4.0,阿萨姆奶茶,2017-06-09 19:29:00,C,已出货未退款,已提现
14507,DD201705090829261176351D9A193,3.5,3.5,王老吉（罐）,2017-06-09 19:37:00,C,已出货未退款,已提现
14511,DD201708167493248099647286392,4.0,4.0,250ml燕塘红枣牛奶,2017-06-09 19:52:00,C,已出货未退款,已提现
14522,DD201708167493248513888606015,51.0,51.0,188g澳门永辉鸡仔饼,2017-06-09 20:43:00,C,已出货未退款,已提现
14525,DD201703301520451170EC7D2E52A,2.0,2.0,鸭翅,2017-06-09 20:53:00,C,已出货未退款,已提现
14540,DD201703301740494932913F4D6AA,4.0,4.0,营养快线,2017-06-09 21:42:00,C,已出货未退款,已提现
14541,DD201708167493249087140089403,3.0,3.0,250ml维他柠檬茶,2017-06-09 21:47:00,C,已出货未退款,已提现
14543,DD2017033018144133D16BE65E9AD,4.0,4.0,营养快线,2017-06-09 21:48:00,C,已出货未退款,已提现
14552,DD20170522123332970055C2B1AD7,3.5,3.5,东鹏特饮,2017-06-09 22:08:00,C,已出货未退款,已提现
14558,DD2017040109295975A7A7678B186,3.0,3.0,卫龙大面筋,2017-06-09 22:29:00,C,已出货未退款,已提现
14566,DD201708167493249437546705681,6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017-06-09 23:17:00,C,已出货未退款,已提现
14568,DD2017040109572715407E4B89EDC,3.0,3.0,伊利优酸乳,2017-06-09 23:18:00,C,已出货未退款,已提现
14580,DD201708167493250153217945495,8.0,8.0,55g奥利奥原味芝士饼干,2017-06-10 01:09:00,C,已出货未退款,已提现
14614,DD2017072423303167782B8F9725D,3.0,3.0,雪碧最新款,2017-06-10 07:34:00,C,已出货未退款,已提现
14617,DD201708167493251021179746844,1.5,1.5,40g双汇玉米热狗肠,2017-06-10 07:49:00,C,已出货未退款,已提现
14630,DD201708167493251517084478592,4.5,4.5,燕塘原味酸奶,2017-06-10 09:10:00,C,已出货未退款,已提现
14632,DD20170401163524847DE542FA9C0,4.0,4.0,脉动,2017-06-10 09:12:00,C,已出货未退款,已提现
14640,DD201708167493251917212090479,4.0,4.0,500ml加多宝,2017-06-10 09:50:00,C,已出货未退款,已提现
14645,DD201708167493252032163174351,4.5,4.5,燕塘甜牛奶,2017-06-10 10:42:00,C,已出货未退款,已提现
14646,DD201708167493252217463610712,6.0,6.0,250ml维他原味豆奶,2017-06-10 11:01:00,C,已出货未退款,已提现
14661,DD2017080200162685F9A7652B414,3.0,3.0,怡宝纯净水,2017-06-10 11:51:00,C,已出货未退款,已提现
14671,DD20170401184420887B9C31A0A77,3.5,3.5,东鹏特饮,2017-06-10 12:29:00,C,已出货未退款,已提现
14673,DD201708167493252940487640114,3.5,3.5,68g好丽友巧克力派2枚,2017-06-10 12:45:00,C,已出货未退款,已提现
14679,DD201708167493253167623290494,9.0,9.0,250ml燕塘原味酸奶,2017-06-10 13:27:00,C,已出货未退款,已提现
14682,DD201708167493458414176626922,2.5,2.5,250ml维他原味豆奶,2017-06-10 13:35:00,C,已出货未退款,已提现
14683,DD20170802121236801D282697896,3.0,3.0,怡宝纯净水,2017-06-10 13:35:00,C,已出货未退款,已提现
14684,DD201708167493253210343651185,9.0,9.0,燕塘红枣牛奶,2017-06-10 13:41:00,C,已出货未退款,已提现
14687,DD201708167493566158462425857,9.0,9.0,250ml燕塘甜牛奶,2017-06-10 13:44:00,C,已出货未退款,已提现
14693,DD201708167493566155938796335,3.0,3.0,250ml维他奶巧克力味,2017-06-10 14:10:00,C,已出货未退款,已提现
14697,DD201708167493253725716920575,6.0,6.0,370g泰奇八宝粥,2017-06-10 14:31:00,C,已出货未退款,已提现
14698,DD201708167493253731716128985,4.0,4.0,450ml美汁源果粒橙,2017-06-10 14:32:00,C,已出货未退款,已提现
14700,DD201708167493253802640700298,6.0,6.0,250ml红牛,2017-06-10 14:35:00,C,已出货未退款,已提现
14703,DD201708167493565998691255761,3.0,3.0,85g新麦潮北海道吐司,2017-06-10 14:46:00,C,已出货未退款,已提现
14712,DD2017080212091237B12B7D37E17,3.0,3.0,怡宝纯净水,2017-06-10 14:55:00,C,已出货未退款,已提现
14714,DD201708167493254096357617936,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017-06-10 15:01:00,C,已出货未退款,已提现
14718,DD201708167493254220659164007,6.0,6.0,86g合味道海鲜风味,2017-06-10 15:07:00,C,已出货未退款,已提现
14724,DD2017051920071135013A7E9BC39,4.0,4.0,脉动,2017-06-10 15:31:00,C,已出货未退款,已提现
14734,DD2017080912063612721E84281DB,3.0,3.0,怡宝纯净水,2017-06-10 15:42:00,C,已出货未退款,已提现
14737,DD201708167493647600384211523,1.6,1.6,咪咪虾条马来西亚风味,2017-06-10 15:44:00,C,已出货未退款,已提现
14742,DD201708167493647590657068472,5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017-06-10 15:51:00,C,已出货未退款,已提现
14743,DD201708167493507202646710089,6.0,6.0,123gUFO炒面XO酱海鲜风味,2017-06-10 15:53:00,C,已出货未退款,已提现
14749,DD201708167493254708753670211,10.0,10.0,250ml统一麦香奶茶,2017-06-10 15:57:00,C,已出货未退款,已提现
14753,DD201708167493254751298704214,1.8,1.8,600ml雪碧,2017-06-10 16:09:00,C,已出货未退款,已提现
14757,DD2017040220283868C4879A8E28C,3.0,3.0,维他奶,2017-06-10 16:11:00,C,已出货未退款,已提现
14758,DD2017040221040094B0DCD5A52C6,3.0,3.0,卫龙大面筋,2017-06-10 16:12:00,C,已出货未退款,已提现
14772,DD20170816749364723251218537,7.5,7.5,多力多滋（热辣味）,2017-06-10 16:37:00,C,已出货未退款,已提现
14787,DD201708167493482453338652241,3.0,3.0,250ml维他原味豆奶,2017-06-10 17:22:00,C,已出货未退款,已提现
14788,DD20170809120154732C1AB98E707,5.0,5.0,营养快线,2017-06-10 17:22:00,C,已出货未退款,已提现
14790,DD201708167493255717264489303,3.8,3.8,110g顺宝九制话梅,2017-06-10 17:26:00,C,已出货未退款,已提现
14797,DD2017040307261617C1481DDBF74,6.0,6.0,红牛,2017-06-10 18:04:00,C,已出货未退款,已提现
14800,DD201708167493646967635786918,9.0,9.0,250ml维他柠檬茶,2017-06-10 18:13:00,C,已出货未退款,已提现
14803,DD2017080212082544C9D1E739ABE,3.0,3.0,怡宝纯净水,2017-06-10 18:18:00,C,已出货未退款,已提现
14815,DD201708167493507126667797354,4.0,4.0,日式鱼果,2017-06-10 19:23:00,C,已出货未退款,已提现
14818,DD201708167493507044195822698,7.0,7.0,乐事薯片（黄瓜味）,2017-06-10 19:28:00,C,已出货未退款,已提现
14826,DD201708167493256771656964173,4.5,4.5,燕塘甜牛奶,2017-06-10 21:00:00,C,已出货未退款,已提现
14829,DD2017050908263474B80A2A8C878,3.5,3.5,东鹏特饮,2017-06-10 21:07:00,C,已出货未退款,已提现
